BPSS1512;BPSL2520;BPSL2522;BPSS1525;BPSS1516;BPSL2096;BPSS1722;BPSS2141;BPSL2698;BPSS0476;BPSS1588;BPSL2030;BPSL1207;BPSL0326;BPSL0739;BPSS2160;BPSS2052;BPSS0421;BPSS1434;BPSS1652;BPSS0879;BPSL0881;BPSS0065;BPSS0144;BPSS0783;BPSL0093;BPSS0943;BPSS1530;BPSS0783;BPSL2697;BPSS0477;BPSS1492;BPSS0530;BPSL3222;BPSS2013;BPSL1661;BPSS1727;BPSS2053;BPSS2136;BPSL2559;BPSL1661;BPSS1649;BPSS0708;BPSS0122;BPSS1535;BPSL1465;BPSL3213;BPSL0919;BPSL0280;BPSS0796;BPSS1599;BPSL0999;BPSL0280;BPSL1445;BPSL2615;BPSS1993;BPSS1385;BPSS0542;BPSS1544;BPSL2919;BPSL3247;BPSS1546;BPSL2017;BPSS1743;BPSS1778;BPSS0962;BPSS1532;BPSS1532;BPSL3319;BPSL0041;BPSL3130;BPSL0360;BPSS1547;BPSL2283;BPSL2504;BPSL1901;BPSS2043;BPSS2053;BPSL1431;BPSL1050;BPSS2053;BPSL2063;BPSS1531;BPSL2765;BPSL3341;BPSL3398;BPSL2765;BPSS1434;BPSS2053;BPSL1902;BPSL2827;BPSL1913;BPSL1661;BPSL1661;BPSS1974;BPSS0088;BPSL1317;BPSL0014;BPSS1600;BPSS0933;BPSL0665;BPSS0402;BPSL1317;BPSL1661;BPSL1600;BPSL1631;BPSS0734;BPSS2145;BPSS1742;BPSS1534;BPSS0140;BPSL1173;BPSS2053;BPSS2331;BPSS0109;BPSL1937;BPSS0752;BPSS0940;BPSS1337;BPSL2499;BPSL1745;BPSS0593;BPSS1390;BPSS2288;BPSL0782;BPSL1661;BPSS1434;BPSS1617;BPSL1108;BPSL2638;BPSS0752;BPSL1597;BPSL1661;BPSS2053;BPSS2053;BPSS0784;BPSS1439;BPSL1516;BPSL3336;BPSS1624;BPSS0796;BPSS1406;BPSS0908;BPSS1591;BPSS2194;BPSL2298;BPSS1545;BPSS0663;BPSL2277;BPSL2756;BPSL1626;BPSS2193;BPSS1434;BPSL0262;BPSS0091;BPSS1439;BPSL3396;BPSS0455;BPSL1606;BPSL2031;BPSS0564;BPSL1705;BPSL1631;BPSS0212;BPSL1629;BPSL1955;BPSS0893;BPSS1394;BPSS0094;BPSS1610;BPSL1925;BPSS0252;BPSS2192;BPSL2029;BPSL1661;BPSS2185;BPSL1021;BPSL2158;BPSS2053;BPSL3228;BPSL1661;BPSL2752;BPSL0814;BPSS2186;BPSS1199;BPSL0007;BPSS0123;BPSL1661;BPSS1850;BPSL1900;BPSS1845;BPSS1594;BPSS2289;BPSS2053;BPSS1679;BPSL1821;BPSS0839;BPSS0467;BPSL1661;BPSL2748;BPSL1549;BPSL1889;BPSS1068;BPSS1620;BPSL2015;BPSS1998;BPSS2277;BPSL0606;BPSS0226;BPSS1401;BPSL0361;BPSS0796;BPSS1382;BPSS0412;Target
61046;1753;45486;4327;26656;0;909;0;2760;2181;0;0;0;100;2662;10750;0;0;0;0;0;0;0;0;0;0;0;0;0;18544;29681;27958;11800;14170;6019;0;0;0;0;0;0;0;0;0;0;12375;21903;19227;0;114;39539;0;7069;5266;1908;0;1654;2931;10558;0;0;1059;426;7178;3983;3712;58078;60964;61080;55631;42001;34259;35413;24508;31024;60963;26196;26556;19380;18217;4434;253;1323;6530;20566;2049;4435;17492;19591;1448;278;6639;7134;0;0;0;513;8973;12306;3019;4847;1422;21;733;3981;0;8583;924;0;1276;0;1126;0;3964;193;1150;2321;1095;1380;2663;0;1558;1441;3240;1339;304;3126;1495;1319;1937;595;984;2066;121;0;1556;510;0;144;467;0;0;0;942;1679;890;13168;33882;0;1318;0;0;1178;753;647;0;0;576;0;941;0;0;556;486;0;0;0;565;1384;0;558;0;694;0;0;0;0;0;0;1953;363;0;0;0;612;0;74;95;727;1189;0;0;0;0;0;0;0;3119;0;0;0;0;0;41;0;0;2493;0;0;0;0;0;0;0;0
62368.17;5314.17;48864.17;9882.17;9408.17;2865.17;1912.17;1045.17;4497.17;2048.17;1578.17;2849.17;0;1860.17;3508.17;14168.17;764.17;425.17;1186.17;430.17;0;968.17;945.17;638.17;625.17;0;0;731.17;0;13802.17;15461.17;13570.17;8098.17;14838.17;9200.17;1061.17;822.17;1317.17;759.17;421.17;1223.17;317.17;339.17;387.17;71.17;13420.17;28485.17;27456.17;0;0;54507.17;1168.17;23148.17;2933.17;3978.17;2343.17;3976.17;3553.17;17570.17;737.17;1821.17;1862.17;2323.17;9686.17;5997.17;2316.17;62154.17;62158.17;62227.17;62425.17;45749.17;30116.17;32109.17;25580.17;30089.17;62556.17;26101.17;28487.17;26717.17;22569.17;5349.17;3395.17;3925.17;5971.17;20894.17;3045.17;7313.17;12559.17;21972.17;6331.17;3146.17;16909.17;7101.17;2680.17;2282.17;386.17;3799.17;12655.17;20241.17;10217.17;5730.17;3016.17;2499.17;26560.17;5186.17;1197.17;6317.17;3947.17;774.17;8195.17;1698.17;7006.17;2544.17;10481.17;3094.17;2431.17;6394.17;102.17;3525.17;3349.17;2402.17;8819.17;2550.17;2825.17;2570.17;7306.17;4605.17;2196.17;2731.17;3346.17;2135.17;2875.17;2942.17;1912.17;1503.17;2211.17;2240.17;2129.17;1109.17;2037.17;0;1536.17;969.17;1078.17;2643.17;2010.17;11129.17;17762.17;2564.17;1553.17;1269.17;2241.17;2246.17;1359.17;1658.17;2481.17;0;2288.17;1739.17;2281.17;809.17;541.17;1602.17;1443.17;2011.17;1409.17;1452.17;3518.17;1424.17;759.17;0;1690.17;2244.17;976.17;1194.17;1911.17;1566.17;478.17;975.17;2261.17;1293.17;1048.17;1011.17;1885.17;1495.17;550.17;696.17;1223.17;1042.17;1611.17;338.17;1471.17;179.17;779.17;421.17;1125.17;1659.17;673.17;0;1197.17;793.17;1287.17;840.17;0;0;0;2569.17;686.17;0;0;0;0;0;154.17;0
53968.33;14732.33;6464.33;4066.33;15491.33;13845.33;2141.33;2576.33;10999.33;14690.33;17523.33;1406.33;0;2805.33;0;770.33;1020.33;0;0;0;0;708.33;944.33;1006.33;0;0;0;0;0;54113.33;54097.33;24251.33;13717.33;29065.33;5078.33;585.33;0;387.33;0;3413.33;874.33;0;0;0;0;17678.33;7723.33;6509.33;0;5115.33;26408.33;21535.33;4517.33;3134.33;6097.33;9669.33;5796.33;2860.33;8201.33;8991.33;1053.33;2679.33;0;2889.33;2739.33;1536.33;48286.33;54004.33;53816.33;24685.33;16238.33;10085.33;8976.33;15016.33;11749.33;7560.33;4039.33;53925.33;8820.33;6200.33;41750.33;32524.33;5384.33;31077.33;3690.33;5324.33;23718.33;25421.33;53827.33;6966.33;31302.33;10360.33;5748.33;12570.33;6259.33;13516.33;53988.33;4339.33;6826.33;1192.33;11826.33;5527.33;41256.33;19561.33;4380.33;1667.33;5554.33;8835.33;0;2968.33;5216.33;4758.33;25930.33;3610.33;7574.33;8421.33;5093.33;1886.33;5493.33;0;0;6277.33;3001.33;6648.33;2771.33;17849.33;4015.33;2314.33;3660.33;1648.33;1469.33;3698.33;4268.33;1032.33;2694.33;3665.33;3846.33;41595.33;2751.33;4448.33;0;3909.33;1291.33;0;4085.33;0;2028.33;0;2844.33;3655.33;1476.33;2463.33;3295.33;2322.33;2924.33;1421.33;1378.33;2798.33;1732.33;2310.33;0;20.33;1465.33;0;3685.33;1413.33;2569.33;2908.33;1958.33;0;1078.33;1570.33;1209.33;7249.33;156.33;767.33;751.33;960.33;3624.33;0;1472.33;2995.33;3441.33;2029.33;594.33;6221.33;1695.33;772.33;3226.33;1284.33;0;1093.33;0;0;445.33;0;0;408.33;0;161.33;1074.33;685.33;0;0;0;0;0;0;0;0;0;0;0;0;0
47624.83;7349.83;51937.83;15027.83;27682.83;2053.83;2683.83;0;2864.83;3244.83;302.83;222.83;0;2198.83;2605.83;15344.83;844.83;0;318.83;0;0;1118.83;0;0;0;0;0;0;0;20850.83;35981.83;55899.83;12414.83;20758.83;9161.83;1687.83;162.83;0;0;0;1041.83;0;0;0;0;18028.83;20191.83;21298.83;0;0;37662.83;1363.83;14484.83;8097.83;7183.83;1107.83;3829.83;6567.83;10140.83;992.83;1174.83;2529.83;2093.83;6224.83;4813.83;7127.83;37545.83;33394.83;33553.83;45508.83;42059.83;39484.83;35577.83;29366.83;35826.83;59779.83;26557.83;29995.83;23451.83;16643.83;11132.83;1569.83;4269.83;12995.83;23458.83;3441.83;7047.83;18302.83;24351.83;2065.83;1681.83;9075.83;11108.83;1102.83;1249.83;0;2177.83;12934.83;12333.83;2125.83;12695.83;6388.83;1355.83;5944.83;7271.83;2699.83;12876.83;2410.83;0;7279.83;1674.83;7587.83;2069.83;5147.83;1628.83;3283.83;3106.83;1667.83;3372.83;837.83;0;10985.83;3770.83;6729.83;5338.83;3425.83;6310.83;5055.83;6904.83;4800.83;1738.83;2985.83;4597.83;2101.83;921.83;3567.83;4621.83;2001.83;1449.83;1678.83;0;1051.83;0;2578.83;5463.83;1733.83;16979.83;31826.83;0;4297.83;807.83;1296.83;2467.83;2605.83;2148.83;1741.83;0;2477.83;1819.83;2402.83;1481.83;247.83;2153.83;2225.83;1471.83;0;517.83;2666.83;2158.83;682.83;1442.83;1682.83;2145.83;880.83;658.83;0;0;323.83;0;2293.83;2573.83;882.83;0;2026.83;2819.83;0;2344.83;1601.83;1310.83;1799.83;545.83;604.83;0;513.83;0;612.83;1246.83;3406.83;0;849.83;0;1180.83;0;521.83;0;0;3928.83;0;0;0;0;0;0;0;0
57684;2083;32723;57892;6698;1962;2292;0;2431;1229;368;1960;0;1473;2908;5900;43;0;1131;0;0;205;411;6743;796;259;0;517;0;37819;11419;57726;26007;18952;11821;141;1343;683;0;0;328;0;0;0;0;25309;35491;34185;0;33;57797;1145;27036;2813;24532;840;12020;19390;21261;0;1681;1725;2570;11720;7806;2174;57414;57658;57975;57764;57886;44801;39510;37141;40714;58025;38196;41339;32194;36644;7200;3407;8632;4456;29301;2105;6455;29578;33930;8868;100;24165;10703;6805;2940;0;4880;19513;23096;7388;7142;3315;0;12236;5849;1593;16666;5155;120;8356;0;2464;3115;16162;5720;20224;11470;1231;4303;4638;2500;6166;4445;3248;3745;4355;11374;2367;6763;2014;377;2879;6902;2768;921;3385;3679;957;739;1975;0;1125;1923;553;3459;8017;15064;3344;2329;3027;1023;3207;1435;915;2927;1306;0;4975;395;3019;3725;0;1998;1578;511;852;203;3936;1571;0;0;318;2450;3957;926;753;831;0;233;2628;1787;839;0;1174;1614;4349;0;1780;915;1966;0;1095;0;0;0;0;691;1197;0;295;57;1792;0;0;0;0;0;0;0;0;0;0;0;0;0
0;7456;59258;0;1895;23794;6067;5379;1421;5361;39249;17515;0;5315;1523;1123;0;0;0;0;0;0;0;0;0;0;0;0;0;59247;30573;1052;8202;0;6670;0;0;0;1854;0;0;0;0;0;0;4074;37993;54158;0;0;41940;281;46672;1527;10616;55611;0;1009;3889;131;2354;834;5313;8527;3250;0;46206;59108;59360;59256;59276;59359;59357;59274;59342;24936;57009;40601;52222;58214;41191;59507;22490;59225;45364;2006;59410;200;18245;59524;12261;10273;36528;354;9194;0;4638;14272;5720;3080;10677;28195;5119;2867;1471;21991;14985;7895;3421;6593;10055;3338;5302;0;1067;0;2079;15729;6927;4140;5207;0;6334;4944;420;434;0;6447;1984;5655;3063;4129;0;0;5274;107;2357;0;2977;2978;8457;1685;0;12271;1931;203;9125;259;1100;0;15032;1424;4841;10013;339;3674;0;0;4427;1607;0;0;0;2066;823;911;2561;23;0;0;0;802;0;0;1815;0;479;0;0;276;0;0;0;0;162;0;2323;0;0;0;2205;0;0;0;0;0;0;0;0;566;0;0;1172;0;0;0;0;0;0;0;0;0;0;0;0
63179.67;50107.67;3020.67;3399.67;414.67;4047.67;393.67;157.67;21422.67;17340.67;528.67;4008.67;0;813.67;463.67;1841.67;0;0;757.67;0;0;82.67;611.67;0;0;341.67;0;0;0;27919.67;38732.67;1529.67;2882.67;4769.67;2033.67;360.67;1062.67;0;0;0;0;0;123.67;1294.67;118.67;5302.67;7259.67;5124.67;0;2294.67;6624.67;2364.67;6793.67;965.67;63235.67;10618.67;9679.67;2902.67;4458.67;24655.67;709.67;1952.67;174.67;1082.67;0;450.67;63170.67;63327.67;63340.67;9914.67;14050.67;11197.67;11669.67;7199.67;11029.67;5007.67;7280.67;8752.67;6024.67;4458.67;2442.67;22178.67;1970.67;47664.67;5330.67;1046.67;32016.67;9299.67;3979.67;2684.67;900.67;2429.67;8364.67;18007.67;632.67;6227.67;1930.67;2424.67;4132.67;1459.67;5776.67;1269.67;814.67;366.67;1515.67;4120.67;563.67;2172.67;124.67;9322.67;486.67;3366.67;842.67;0;1910.67;1603.67;2226.67;1512.67;2738.67;1002.67;577.67;2518.67;939.67;14517.67;940.67;1618.67;2883.67;1383.67;1470.67;1091.67;3675.67;1531.67;4187.67;0;78.67;1101.67;1525.67;4044.67;956.67;4911.67;120.67;366.67;625.67;2041.67;1985.67;281.67;639.67;745.67;383.67;1384.67;588.67;417.67;1283.67;2359.67;501.67;156.67;0;565.67;1382.67;1898.67;1075.67;1201.67;692.67;366.67;1016.67;468.67;919.67;475.67;270.67;454.67;215.67;601.67;507.67;747.67;829.67;292.67;153.67;0;464.67;311.67;555.67;367.67;1364.67;100.67;2818.67;1837.67;6917.67;283.67;419.67;376.67;1195.67;691.67;0;0;353.67;216.67;0;333.67;0;0;0;0;0;427.67;0;68.67;3209.67;0;0;622.67;0;0;0;0;0
57724.67;3599.67;30451.67;57885.67;7915.67;1843.67;2207.67;0;4092.67;2099.67;1040.67;566.67;0;2861.67;2388.67;6208.67;0;0;600.67;0;0;0;396.67;3615.67;0;0;0;914.67;0;22079.67;10704.67;57692.67;15369.67;13013.67;12932.67;197.67;1315.67;91.67;0;0;1308.67;0;0;0;0;25040.67;41409.67;42861.67;26359.67;0;45560.67;1691.67;24369.67;3256.67;24287.67;1312.67;8606.67;13869.67;20995.67;363.67;2442.67;2598.67;4059.67;8868.67;7776.67;3697.67;57452.67;57505.67;57957.67;57587.67;57780.67;57174.67;57541.67;43111.67;50333.67;57946.67;45079.67;50502.67;39368.67;42148.67;7993.67;3032.67;9493.67;5110.67;34551.67;2509.67;6414.67;30007.67;40150.67;9562.67;1361.67;19450.67;8666.67;4504.67;3154.67;114.67;3787.67;29302.67;39034.67;7216.67;8007.67;3252.67;2185.67;12725.67;9129.67;1542.67;18140.67;5314.67;2261.67;23595.67;822.67;2814.67;2669.67;31816.67;6165.67;18218.67;5463.67;661.67;4882.67;4801.67;0;6167.67;3293.67;2866.67;3695.67;3578.67;12407.67;2236.67;5446.67;4755.67;2102.67;4266.67;9952.67;3045.67;1594.67;3111.67;4320.67;1773.67;1139.67;2622.67;0;1442.67;724.67;1301.67;3883.67;7342.67;21080.67;3553.67;1428.67;3284.67;1228.67;4177.67;1759.67;1295.67;2619.67;1494.67;0;3983.67;2325.67;3687.67;2857.67;0;2567.67;2555.67;1606.67;882.67;957.67;3466.67;992.67;0;1982.67;1657.67;2868.67;4268.67;1267.67;955.67;551.67;0;37.67;2909.67;3034.67;938.67;366.67;1105.67;3223.67;2078.67;354.67;1716.67;511.67;2077.67;0;1451.67;0;327.67;0;620.67;714.67;0;0;925.67;0;1128.67;1154.67;329.67;0;0;966.67;181.67;0;0;0;0;0;0;0
54716.17;45689.17;8961.17;5887.17;7286.17;0;6986.17;2749.17;16492.17;14912.17;0;9402.17;0;4999.17;3192.17;2727.17;5881.17;0;0;0;0;4177.17;0;0;0;1594.17;0;0;0;43476.17;52684.17;54485.17;9131.17;0;9498.17;521.17;0;0;0;0;0;0;0;0;0;18975.17;8770.17;2212.17;0;700.17;17562.17;2047.17;8356.17;7003.17;16561.17;0;6805.17;4776.17;0;11990.17;358.17;6568.17;963.17;7159.17;44675.17;2167.17;53872.17;43446.17;3508.17;28962.17;19098.17;18605.17;16556.17;14440.17;13563.17;41351.17;8557.17;4785.17;5084.17;2548.17;9572.17;21068.17;7184.17;54567.17;8864.17;50059.17;27246.17;8509.17;824.17;19312.17;2310.17;179.17;14203.17;5090.17;958.17;11188.17;11183.17;5968.17;985.17;2780.17;8455.17;1520.17;15627.17;2195.17;13927.17;5267.17;6189.17;676.17;3936.17;2714.17;3261.17;12149.17;12951.17;0;97.17;4469.17;0;14044.17;7571.17;13154.17;4928.17;4399.17;9211.17;3156.17;1116.17;7669.17;125.17;6550.17;3919.17;9764.17;7887.17;5087.17;2068.17;605.17;11422.17;29777.17;2503.17;1862.17;2864.17;3353.17;9601.17;1571.17;2818.17;7609.17;8252.17;2645.17;3449.17;3635.17;0;10234.17;5209.17;0;7291.17;4023.17;9628.17;0;2168.17;9984.17;5015.17;3351.17;3438.17;2767.17;4283.17;2664.17;2699.17;2485.17;4497.17;554.17;5465.17;0;7926.17;3230.17;6793.17;1841.17;0;0;0;2771.17;0;4627.17;3910.17;1462.17;0;0;154.17;1955.17;6332.17;1647.17;2475.17;2041.17;3790.17;1586.17;0;1978.17;3930.17;0;0;187.17;0;542.17;0;0;0;0;0;379.17;172.17;0;0;0;0;0;0;0;0
27061.5;58620.5;37755.5;2230.5;0;12421.5;1214.5;10715.5;15357.5;7671.5;3389.5;1869.5;0;2391.5;0;55.5;0;251.5;2338.5;0;0;810.5;547.5;0;291.5;0;0;0;0;58704.5;58763.5;5661.5;1332.5;5720.5;3338.5;25.May;104.5;0;0;0;0;0;348.5;0;0;34203.5;22869.5;20203.5;0;5885.5;8600.5;58646.5;54245.5;619.5;1039.5;2354.5;1324.5;1528.5;1885.5;22290.5;1494.5;5119.5;1546.5;0;0;1209.5;58650.5;58792.5;58607.5;22558.5;29668.5;30263.5;30092.5;22835.5;31035.5;44121.5;20897.5;53725.5;21139.5;21335.5;58580.5;22454.5;13260.5;25767.5;18972.5;4933.5;22615.5;8398.5;12356.5;28271.5;58858.5;7088.5;7114.5;17145.5;17486.5;7139.5;237.5;11354.5;2864.5;2382.5;7842.5;3931.5;1317.5;7050.5;4220.5;10125.5;4681.5;6791.5;0;1330.5;10427.5;2843.5;7792.5;9348.5;16831.5;7943.5;2343.5;1857.5;7373.5;6895.5;2013.5;6248.5;5790.5;1233.5;5659.5;4748.5;662.5;6853.5;4437.5;5633.5;3270.5;2704.5;1297.5;828.5;3748.5;4971.5;5315.5;1827.5;823.5;3052.5;1730.5;1319.5;532.5;1302.5;5326.5;13741.5;0;2528.5;2729.5;4456.5;3897.5;3553.5;679.5;1869.5;1057.5;4989.5;0;10927.5;3123.5;4041.5;1218.5;0;1241.5;410.5;3031.5;541.5;2295.5;1009.5;0;1455.5;42.5;1995.5;369.5;992.5;1017.5;1834.5;756.5;0;724.5;0;2256.5;184.5;591.5;2334.5;565.5;124.5;214.5;1007.5;0;315.5;0;1186.5;0;638.5;10.May;335.5;0;0;0;0;160.5;298.5;0;30.May;0;0;0;0;0;0;0;0;0;0;0
60488.17;4710.17;30982.17;0;5884.17;9614.17;36383.17;10989.17;0;1223.17;0;18872.17;0;659.17;0;64.17;0;0;0;0;0;0;0;0;0;0;0;0;0;60421.17;60455.17;15909.17;5319.17;2647.17;0;0;0;0;0;0;0;0;0;0;0;19004.17;10753.17;5633.17;0;2235.17;5545.17;60184.17;60472.17;11987.17;1182.17;3601.17;5929.17;214.17;504.17;415.17;4665.17;308.17;Mar.17;0;0;0;23849.17;25926.17;47752.17;5880.17;15867.17;10071.17;10941.17;13311.17;10402.17;4755.17;7538.17;6567.17;6724.17;5683.17;6406.17;2904.17;1492.17;10761.17;5862.17;3043.17;8681.17;33817.17;244.17;2985.17;5642.17;8557.17;8187.17;9797.17;2483.17;454.17;1700.17;3610.17;5295.17;1782.17;6745.17;2902.17;1126.17;7609.17;829.17;704.17;1268.17;2214.17;1478.17;3432.17;2051.17;1603.17;6096.17;6591.17;6397.17;971.17;165.17;1623.17;2601.17;573.17;2719.17;3003.17;759.17;1199.17;1177.17;4110.17;15828.17;2428.17;11901.17;1611.17;412.17;1511.17;1297.17;8392.17;1204.17;866.17;943.17;522.17;0;640.17;0;4604.17;0;Feb.17;732.17;0;0;684.17;2144.17;461.17;65.17;4566.17;127.17;202.17;166.17;0;0;1381.17;8478.17;2172.17;0;272.17;0;415.17;2841.17;599.17;495.17;0;0;0;0;379.17;0;9108.17;0;140.17;252.17;0;0;0;0;0;2090.17;0;380.17;0;0;0;1545.17;0;0;0;0;0;0;1382.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58745.17;38584.17;2989.17;0;6095.17;3786.17;5652.17;14985.17;2743.17;690.17;14717.17;0;39936.17;261.17;2760.17;0;0;293.17;918.17;0;0;0;0;0;0;0;0;0;0;58897.17;59016.17;58866.17;12166.17;3364.17;13308.17;0;0;0;0;0;0;0;0;0;0;8716.17;2838.17;594.17;0;761.17;49940.17;22673.17;1271.17;58991.17;4210.17;25119.17;17320.17;14847.17;3435.17;1385.17;19818.17;4805.17;11701.17;8836.17;5527.17;23514.17;58931.17;58964.17;58940.17;58946.17;27183.17;3161.17;3200.17;6178.17;3266.17;5495.17;1061.17;4663.17;716.17;2643.17;6125.17;11971.17;4457.17;13677.17;808.17;52982.17;13222.17;29084.17;5510.17;8469.17;6991.17;22671.17;4590.17;3231.17;14166.17;517.17;994.17;11052.17;1314.17;17289.17;13059.17;17324.17;835.17;1687.17;0;4113.17;3610.17;4618.17;8216.17;3207.17;11068.17;986.17;0;303.17;1389.17;122.17;4757.17;5828.17;3784.17;0;380.17;5820.17;1072.17;2841.17;10046.17;0;6719.17;10270.17;2889.17;1201.17;0;4555.17;276.17;0;0;1853.17;1633.17;3093.17;0;604.17;9178.17;0;10769.17;2465.17;2330.17;0;1071.17;1135.17;1850.17;904.17;1839.17;301.17;5145.17;1061.17;294.17;0;0;267.17;1222.17;1185.17;0;3272.17;1133.17;369.17;111.17;0;0;1840.17;480.17;5832.17;0;119.17;458.17;0;0;2108.17;0;0;0;2030.17;1371.17;0;0;1301.17;350.17;0;0;0;664.17;0;0;0;0;0;0;362.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54375.33;18108.33;8485.33;3869.33;16487.33;18953.33;2210.33;2578.33;25462.33;22811.33;17938.33;0;0;1677.33;640.33;462.33;1033.33;0;0;0;0;0;0;0;0;0;0;0;0;54322.33;54322.33;28075.33;9715.33;45422.33;2351.33;167.33;0;0;0;1292.33;129.33;0;0;0;0;17572.33;11806.33;7076.33;1557.33;4028.33;21020.33;18124.33;3397.33;3673.33;4926.33;4017.33;5725.33;4460.33;6913.33;16286.33;4704.33;4315.33;2539.33;1820.33;3269.33;1215.33;54272.33;54235.33;54366.33;32744.33;19769.33;15918.33;16973.33;21048.33;14803.33;6979.33;9088.33;54464.33;6695.33;8534.33;42235.33;31501.33;3630.33;14364.33;7677.33;3236.33;12846.33;30845.33;54306.33;5442.33;44501.33;6799.33;5022.33;9061.33;8054.33;18033.33;46463.33;10212.33;10506.33;2184.33;13131.33;5783.33;47695.33;21150.33;4511.33;1892.33;6846.33;6755.33;0;1809.33;3503.33;4403.33;34955.33;624.33;5476.33;14003.33;3396.33;3663.33;10106.33;0;717.33;5042.33;3765.33;7570.33;3125.33;16375.33;5205.33;4835.33;5144.33;6174.33;1846.33;5557.33;3469.33;1540.33;3505.33;3844.33;4403.33;44826.33;3120.33;4390.33;0;3563.33;0;0;5284.33;1917.33;746.33;2722.33;1151.33;4374.33;638.33;2349.33;6884.33;1583.33;3284.33;1945.33;0;1014.33;3852.33;4304.33;1685.33;0;1768.33;3198.33;5353.33;895.33;1431.33;2013.33;2255.33;0;2303.33;2479.33;1669.33;8239.33;127.33;3684.33;0;0;3408.33;2422.33;2722.33;2007.33;1379.33;2699.33;4542.33;7110.33;3040.33;1536.33;3820.33;2671.33;0;1182.33;0;0;0;0;0;0;137.33;1802.33;0;246.33;0;0;0;0;0;0;0;0;0;0;0;0;0
52187.67;29414.67;1807.67;0;7793.67;47942.67;17241.67;21982.67;9350.67;4654.67;0;0;0;4631.67;465.67;366.67;0;3599.67;0;0;0;0;0;0;0;0;0;0;0;52125.67;52520.67;1262.67;13474.67;0;3997.67;0;0;0;0;0;0;0;0;0;0;11517.67;18070.67;7250.67;0;0;52461.67;13590.67;0;244.67;192.67;8922.67;9665.67;0;7980.67;7507.67;5158.67;4515.67;1644.67;8309.67;1740.67;0;52166.67;52110.67;51834.67;52250.67;39850.67;13157.67;12598.67;12280.67;13991.67;8876.67;8281.67;37776.67;8619.67;7921.67;14513.67;3261.67;52198.67;14833.67;6609.67;7528.67;14810.67;11728.67;11080.67;4518.67;47384.67;22792.67;7712.67;9391.67;13137.67;19535.67;4051.67;4571.67;3867.67;33495.67;6651.67;4327.67;0;2003.67;30850.67;5682.67;0;3284.67;1423.67;2759.67;828.67;9536.67;10357.67;13705.67;9421.67;624.67;6961.67;1997.67;4493.67;6420.67;1954.67;0;0;15294.67;265.67;4816.67;0;4309.67;2354.67;5308.67;3734.67;580.67;0;0;4759.67;0;1209.67;1682.67;0;0;0;0;0;3624.67;3079.67;0;0;481.67;3328.67;125.67;0;3003.67;909.67;0;0;11874.67;0;0;1506.67;0;0;0;0;2373.67;1399.67;2772.67;2045.67;0;722.67;0;0;623.67;0;0;0;1898.67;2008.67;1913.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1162.67;0;0;2804.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59783.33;1038.33;45162.33;60151.33;8264.33;4426.33;1681.33;322.33;5186.33;1377.33;1604.33;4588.33;0;2243.33;4334.33;8284.33;922.33;0;2322.33;0;0;878.33;583.33;8508.33;0;221.33;0;475.33;0;60458.33;16544.33;60033.33;26954.33;47392.33;14268.33;1039.33;559.33;835.33;301.33;0;1165.33;0;0;0;0;25874.33;33827.33;33112.33;0;0;60028.33;1169.33;47227.33;1047.33;23456.33;1421.33;14672.33;14424.33;17529.33;0;1275.33;542.33;1753.33;11643.33;8528.33;1567.33;59727.33;60118.33;60332.33;60270.33;57607.33;40543.33;40486.33;33106.33;40604.33;60503.33;33322.33;35943.33;32158.33;29572.33;6130.33;2906.33;12481.33;5232.33;26016.33;3198.33;6704.33;17734.33;29126.33;6682.33;1511.33;22014.33;6890.33;8229.33;2299.33;0;3892.33;16055.33;27164.33;12885.33;6030.33;1920.33;1115.33;18811.33;7398.33;1482.33;13149.33;3495.33;2186.33;8719.33;449.33;2055.33;2126.33;12921.33;4229.33;24266.33;11368.33;1399.33;4094.33;6419.33;2077.33;5029.33;2505.33;3042.33;3903.33;4277.33;6760.33;1317.33;4041.33;2861.33;859.33;2280.33;7749.33;1909.33;686.33;2855.33;5554.33;1095.33;534.33;1542.33;0;767.33;2634.33;847.33;2310.33;23444.33;12643.33;5494.33;2019.33;2530.33;1270.33;2842.33;668.33;677.33;1970.33;2649.33;0;5294.33;1107.33;2927.33;3541.33;0;1508.33;1221.33;768.33;458.33;576.33;4103.33;1274.33;1255.33;572.33;626.33;2336.33;5782.33;1257.33;448.33;567.33;136.33;1828.33;2512.33;1046.33;1414.33;556.33;729.33;1717.33;6368.33;0;1201.33;873.33;1119.33;0;1537.33;0;269.33;0;1368.33;894.33;786.33;0;358.33;175.33;1289.33;250.33;636.33;0;0;1210.33;0;0;0;0;0;0;0;0
