BPSS1512;BPSL2520;BPSL2522;BPSS1525;BPSS1516;BPSL2096;BPSS1722;BPSS2141;BPSL2698;BPSS0476;BPSS1588;BPSL2030;BPSL1207;BPSL0326;BPSL0739;BPSS2160;BPSS2052;BPSS0421;BPSS1434;BPSS1652;BPSS0879;BPSL0881;BPSS0065;BPSS0144;BPSS0783;BPSL0093;BPSS0943;BPSS1530;BPSS0783;BPSL2697;BPSS0477;BPSS1492;BPSS0530;BPSL3222;BPSS2013;BPSL1661;BPSS1727;BPSS2053;BPSS2136;BPSL2559;BPSL1661;BPSS1649;BPSS0708;BPSS0122;BPSS1535;BPSL1465;BPSL3213;BPSL0919;BPSL0280;BPSS0796;BPSS1599;BPSL0999;BPSL0280;BPSL1445;BPSL2615;BPSS1993;BPSS1385;BPSS0542;BPSS1544;BPSL2919;BPSL3247;BPSS1546;BPSL2017;BPSS1743;BPSS1778;BPSS0962;BPSS1532;BPSS1532;BPSL3319;BPSL0041;BPSL3130;BPSL0360;BPSS1547;BPSL2283;BPSL2504;BPSL1901;BPSS2043;BPSS2053;BPSL1431;BPSL1050;BPSS2053;BPSL2063;BPSS1531;BPSL2765;BPSL3341;BPSL3398;BPSL2765;BPSS1434;BPSS2053;BPSL1902;BPSL2827;BPSL1913;BPSL1661;BPSL1661;BPSS1974;BPSS0088;BPSL1317;BPSL0014;BPSS1600;BPSS0933;BPSL0665;BPSS0402;BPSL1317;BPSL1661;BPSL1600;BPSL1631;BPSS0734;BPSS2145;BPSS1742;BPSS1534;BPSS0140;BPSL1173;BPSS2053;BPSS2331;BPSS0109;BPSL1937;BPSS0752;BPSS0940;BPSS1337;BPSL2499;BPSL1745;BPSS0593;BPSS1390;BPSS2288;BPSL0782;BPSL1661;BPSS1434;BPSS1617;BPSL1108;BPSL2638;BPSS0752;BPSL1597;BPSL1661;BPSS2053;BPSS2053;BPSS0784;BPSS1439;BPSL1516;BPSL3336;BPSS1624;BPSS0796;BPSS1406;BPSS0908;BPSS1591;BPSS2194;BPSL2298;BPSS1545;BPSS0663;BPSL2277;BPSL2756;BPSL1626;BPSS2193;BPSS1434;BPSL0262;BPSS0091;BPSS1439;BPSL3396;BPSS0455;BPSL1606;BPSL2031;BPSS0564;BPSL1705;BPSL1631;BPSS0212;BPSL1629;BPSL1955;BPSS0893;BPSS1394;BPSS0094;BPSS1610;BPSL1925;BPSS0252;BPSS2192;BPSL2029;BPSL1661;BPSS2185;BPSL1021;BPSL2158;BPSS2053;BPSL3228;BPSL1661;BPSL2752;BPSL0814;BPSS2186;BPSS1199;BPSL0007;BPSS0123;BPSL1661;BPSS1850;BPSL1900;BPSS1845;BPSS1594;BPSS2289;BPSS2053;BPSS1679;BPSL1821;BPSS0839;BPSS0467;BPSL1661;BPSL2748;BPSL1549;BPSL1889;BPSS1068;BPSS1620;BPSL2015;BPSS1998;BPSS2277;BPSL0606;BPSS0226;BPSS1401;BPSL0361;BPSS0796;BPSS1382;BPSS0412;Target
0;17611.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2109.83;0;0;0;0;0;0;0;0;0;0;0;0;15737.83;57475.83;18819.83;0;0;1182.83;0;0;0;0;0;0;0;0;0;0;37975.83;5116.83;3623.83;0;0;170.83;0;0;57590.83;0;0;0;0;3504.83;0;225.83;0;0;0;0;0;57418.83;57497.83;0;3274.83;7931.83;5838.83;6051.83;3789.83;4934.83;1063.83;2689.83;50427.83;3142.83;4575.83;57699.83;166.83;5248.83;0;2501.83;0;0;30590.83;0;2753.83;0;23001.83;3600.83;9400.83;2641.83;15600.83;57531.83;17053.83;24273.83;2203.83;1222.83;0;57450.83;0;381.83;2702.83;0;4089.83;29348.83;739.83;0;3386.83;0;0;4344.83;0;0;1400.83;1553.83;0;0;226.83;0;0;0;0;0;580.83;0;1100.83;0;0;0;0;0;0;0;1880.83;5300.83;0;0;0;1883.83;0;0;0;0;0;2197.83;0;0;0;0;0;0;13859.83;0;0;0;0;0;0;6970.83;0;0;0;0;0;0;0;0;0;0;0;2637.83;413.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2507.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8503.83;1822.83;2242.83;2421.83;243.83;379.83;1268.83;0;0;417.83;645.83;79.83;0;1121.83;0;544.83;784.83;0;119.83;120.83;0;473.83;1121.83;134.83;36.83;0;0;0;0;9303.83;20991.83;2625.83;1346.83;1697.83;19077.83;1003.83;773.83;357.83;0;236.83;696.83;229.83;166.83;0;0;4591.83;20858.83;18560.83;0;0;5207.83;7134.83;1260.83;3280.83;5329.83;1707.83;2558.83;5548.83;2853.83;278.83;4246.83;1031.83;2760.83;436.83;883.83;1432.83;61963.83;61875.83;31350.83;19218.83;30166.83;25797.83;26912.83;19828.83;25114.83;4774.83;20056.83;3230.83;18846.83;20265.83;4725.83;5075.83;7582.83;1371.83;17412.83;5287.83;2328.83;7991.83;1394.83;8603.83;2130.83;4989.83;5535.83;6362.83;1026.83;3085.83;51315.83;8132.83;7834.83;5558.83;7869.83;7386.83;51703.83;1402.83;1746.83;1632.83;5455.83;4972.83;0;1899.83;1432.83;14959.83;3972.83;997.83;2280.83;2294.83;2071.83;1386.83;3291.83;8213.83;1158.83;4572.83;2208.83;509.83;2393.83;1922.83;1862.83;3122.83;2358.83;2665.83;1203.83;1581.83;9128.83;6851.83;41399.83;2632.83;2682.83;2079.83;773.83;1774.83;0;1174.83;1342.83;1221.83;2524.83;0;379.83;704.83;3852.83;2338.83;1322.83;1836.83;882.83;1211.83;1288.83;1472.83;0;1665.83;1827.83;2619.83;4485.83;899.83;1372.83;1920.83;1480.83;656.83;5245.83;1310.83;158.83;1078.83;455.83;1255.83;1271.83;2028.83;508.83;1955.83;89.83;0;2790.83;135.83;1732.83;2778.83;1621.83;1219.83;1054.83;415.83;1006.83;1322.83;96.83;580.83;0;1143.83;617.83;1280.83;0;744.83;0;0;617.83;315.83;0;757.83;1356.83;384.83;0;0;0;42.83;0;118.83;0;0;0;0;0
1878.5;0;0;0;782.5;0;7090.5;2638.5;4686.5;2801.5;0;0;0;2260.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58762.5;58685.5;13800.5;0;0;1984.5;0;0;0;0;709.5;0;0;0;0;0;4813.5;6745.5;1067.5;0;0;3772.5;5676.5;6306.5;0;13952.5;0;3349.5;5507.5;6855.5;1405.5;0;0;0;2815.5;741.5;0;7706.5;10587.5;3282.5;1368.5;5129.5;3823.5;3585.5;12458.5;4532.5;1360.5;54.5;13832.5;1196.5;0;17757.5;7172.5;969.5;11244.5;2796.5;7643.5;9974.5;20338.5;6609.5;3611.5;31869.5;6530.5;8685.5;4977.5;578.5;0;5262.5;4008.5;466.5;10426.5;23345.5;1392.5;3545.5;3813.5;771.5;3329.5;14563.5;4150.5;15063.5;1723.5;0;337.5;7609.5;4235.5;2232.5;0;0;2445.5;3708.5;0;29963.5;8685.5;691.5;0;1141.5;4394.5;860.5;3411.5;3085.5;1252.5;0;1981.5;0;0;2151.5;1066.5;3313.5;1815.5;12394.5;38977.5;0;207.5;807.5;0;1170.5;0;2496.5;24158.5;104.5;907.5;0;0;842.5;0;0;0;0;1257.5;3419.5;332.5;795.5;0;0;0;1004.5;0;1303.5;0;0;0;836.5;2452.5;0;0;0;70.5;0;0;0;0;0;0;2524.5;0;0;0;1854.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4378.33;1574.33;2013.33;1369.33;376.33;580.33;1872.33;4235.33;798.33;1247.33;937.33;1695.33;0;3029.33;Aug.33;400.33;724.33;0;695.33;530.33;137.33;819.33;3006.33;0;298.33;493.33;98.33;0;0;60280.33;60258.33;3002.33;2986.33;924.33;4529.33;859.33;1094.33;295.33;0;160.33;394.33;0;372.33;305.33;0;3424.33;39716.33;35445.33;587.33;0;6945.33;58249.33;1302.33;2771.33;18115.33;3213.33;1563.33;3484.33;2538.33;1407.33;5894.33;1984.33;3727.33;859.33;3794.33;2315.33;60157.33;60193.33;7190.33;34188.33;44521.33;43218.33;43843.33;32306.33;41378.33;0;34215.33;21491.33;33973.33;32613.33;22058.33;2950.33;6647.33;41788.33;28992.33;2700.33;36786.33;3477.33;20858.33;4965.33;3266.33;19826.33;12275.33;60188.33;11635.33;0;944.33;5290.33;19319.33;1665.33;4256.33;10589.33;2903.33;60144.33;1807.33;1346.33;3388.33;5113.33;241.33;1298.33;2878.33;43705.33;2666.33;34061.33;16790.33;2344.33;4070.33;19605.33;4019.33;759.33;5060.33;4379.33;1859.33;1680.33;1563.33;3177.33;1456.33;1838.33;8044.33;3580.33;3790.33;1653.33;7211.33;5252.33;3353.33;2257.33;2876.33;2559.33;1259.33;2080.33;0;1251.33;6295.33;799.33;3340.33;43.33;655.33;1081.33;1104.33;2260.33;4423.33;3278.33;1296.33;1551.33;1717.33;1654.33;0;1130.33;2596.33;3457.33;600.33;0;1253.33;2961.33;1745.33;926.33;3215.33;1870.33;445.33;528.33;532.33;4480.33;1777.33;2427.33;1047.33;1699.33;340.33;0;4412.33;440.33;3286.33;1071.33;1731.33;1360.33;1594.33;442.33;932.33;1486.33;1039.33;1813.33;206.33;992.33;709.33;1557.33;732.33;2117.33;0;0;0;309.33;0;1140.33;1676.33;0;0;0;0;0;0;85.33;0;0;0;0;0
1238.67;12586.67;5245.67;0;0;0;1372.67;0;0;960.67;0;0;0;2227.67;0;0;8644.67;0;0;0;0;0;0;0;0;0;0;0;0;2621.67;7312.67;8278.67;26613.67;720.67;12853.67;48.67;768.67;0;0;0;938.67;0;0;0;0;24923.67;29035.67;25324.67;2207.67;0;6607.67;18150.67;3335.67;5398.67;3059.67;1665.67;15890.67;4595.67;1078.67;0;1139.67;1957.67;2967.67;523.67;1940.67;953.67;8043.67;9609.67;58778.67;24941.67;38779.67;37382.67;37781.67;26660.67;34135.67;8536.67;27076.67;14895.67;27243.67;23420.67;15119.67;58893.67;5156.67;7389.67;21595.67;1432.67;4252.67;23128.67;56663.67;3451.67;4305.67;7225.67;11084.67;2811.67;2253.67;6081.67;3266.67;6230.67;4395.67;2799.67;8397.67;5568.67;2509.67;3247.67;58826.67;14048.67;3473.67;5159.67;1380.67;4721.67;21271.67;3008.67;4598.67;485.67;12778.67;992.67;2387.67;1212.67;10161.67;48.67;3494.67;3547.67;3051.67;16090.67;45913.67;1797.67;1660.67;4432.67;9647.67;4118.67;1228.67;4516.67;1668.67;2457.67;514.67;9382.67;3500.67;1803.67;8052.67;3477.67;0;9239.67;3032.67;1271.67;3351.67;0;0;916.67;484.67;2263.67;415.67;13479.67;2348.67;165.67;3397.67;6972.67;0;27143.67;1889.67;3791.67;8373.67;72.67;2112.67;3993.67;1400.67;670.67;0;1083.67;0;25.67;503.67;1849.67;1078.67;2305.67;2191.67;706.67;0;0;1814.67;128.67;3645.67;464.67;3361.67;1337.67;1855.67;3672.67;523.67;1912.67;0;1339.67;0;1378.67;0;0;335.67;984.67;1706.67;0;0;1218.67;0;142.67;0;0;0;5753.67;0;319.67;0;0;0;0;0;0;0
2680.5;3060.5;979.5;0;1109.5;0;18205.5;0;42.5;864.5;0;0;0;771.5;110.5;319.5;10454.5;0;0;14675.5;0;185.5;0;0;28.May;3855.5;0;0;0;5080.5;2851.5;1346.5;1838.5;1517.5;12190.5;0;243.5;0;0;2895.5;80.5;0;0;0;0;20615.5;10345.5;4528.5;0;0;5025.5;4521.5;1657.5;1758.5;30759.5;9451.5;7757.5;1730.5;3972.5;3919.5;12044.5;1797.5;26706.5;372.5;5067.5;1106.5;57542.5;58251.5;28391.5;5864.5;10974.5;7989.5;7312.5;4951.5;7460.5;41876.5;4249.5;22052.5;4653.5;4342.5;35131.5;17645.5;6837.5;4798.5;6384.5;2039.5;4841.5;3287.5;5318.5;28735.5;58174.5;5128.5;13497.5;47030.5;58179.5;2070.5;1915.5;22444.5;2475.5;3315.5;5797.5;7918.5;2795.5;1438.5;4946.5;1110.5;9115.5;3933.5;6674.5;3056.5;26115.5;2740.5;3989.5;7477.5;8937.5;1018.5;8659.5;542.5;2353.5;5791.5;15868.5;2435.5;3771.5;3003.5;903.5;1651.5;549.5;1303.5;2213.5;1703.5;13328.5;3660.5;509.5;9652.5;12559.5;957.5;1492.5;2352.5;1579.5;12205.5;0;3347.5;558.5;2890.5;2051.5;761.5;1900.5;813.5;797.5;1887.5;653.5;18832.5;1496.5;2223.5;3119.5;104.5;6014.5;8305.5;1315.5;1513.5;662.5;0;4647.5;1755.5;1493.5;923.5;12598.5;922.5;36509.5;0;1000.5;737.5;1358.5;5933.5;11966.5;601.5;89.5;5029.5;524.5;0;1868.5;0;2189.5;1338.5;1093.5;1242.5;1427.5;800.5;841.5;1553.5;0;1961.5;0;4649.5;0;0;0;0;2364.5;1042.5;0;0;0;0;0;0;143.5;0;0;0;0;0;0;0;0
5167.17;2349.17;1456.17;2732.17;928.17;0;1448.17;1591.17;868.17;261.17;0;12391.17;0;366.17;55.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61502.17;61455.17;32685.17;2957.17;0;775.17;1064.17;0;0;0;0;0;0;0;0;0;11488.17;8724.17;6940.17;0;870.17;12998.17;61411.17;1721.17;2426.17;54538.17;381.17;1289.17;2595.17;1755.17;1079.17;0;1818.17;398.17;14501.17;1120.17;0;61166.17;61541.17;20750.17;11896.17;19326.17;18418.17;16728.17;11387.17;15925.17;19913.17;9630.17;34850.17;7088.17;6489.17;15486.17;54137.17;7588.17;61257.17;9401.17;4962.17;52614.17;15573.17;13469.17;464.17;1234.17;3139.17;1496.17;6722.17;0;61359.17;0;6018.17;2105.17;0;5045.17;2021.17;0;3526.17;16948.17;8603.17;3257.17;1129.17;2563.17;540.17;23.17;20611.17;14363.17;0;1130.17;1976.17;720.17;3172.17;6889.17;901.17;0;1559.17;1964.17;895.17;2019.17;9617.17;2554.17;2533.17;2302.17;3355.17;3864.17;5424.17;2220.17;0;274.17;3803.17;506.17;195.17;14330.17;4694.17;0;0;1575.17;2102.17;2227.17;3411.17;6516.17;1339.17;113.17;3202.17;469.17;0;5001.17;3654.17;551.17;0;0;2502.17;1449.17;2448.17;2312.17;8204.17;3813.17;11127.17;468.17;208.17;638.17;0;238.17;0;1905.17;1308.17;1052.17;1297.17;0;346.17;0;0;0;76.17;1552.17;906.17;0;0;1740.17;544.17;751.17;2353.17;247.17;2748.17;3581.17;930.17;0;0;548.17;0;0;0;0;615.17;0;0;0;965.17;0;2047.17;1551.17;0;0;0;0;0;0;0;0
27861.33;379.33;0;0;572.33;0;840.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49824.33;29843.33;237.33;2233.33;0;0;0;0;0;0;0;0;0;0;0;0;949.33;0;0;259.33;0;18664.33;15685.33;1554.33;137.33;0;372.33;1324.33;1206.33;2684.33;0;0;425.33;0;47.33;0;0;62466.33;62950.33;0;6759.33;1334.33;219.33;103.33;0;0;1346.33;0;0;0;0;219.33;7113.33;16476.33;757.33;0;9041.33;0;138.33;0;0;0;1159.33;452.33;0;1024.33;12787.33;246.33;4683.33;544.33;0;960.33;43.33;117.33;0;3254.33;2621.33;504.33;53.33;0;88.33;0;57.33;0;0;0;5227.33;55.33;434.33;640.33;0;140.33;871.33;336.33;0;0;28.33;0;1102.33;562.33;424.33;1961.33;0;0;0;0;1994.33;1021.33;0;876.33;0;1156.33;106.33;0;1381.33;594.33;0;239.33;297.33;770.33;20.33;14.33;0;1647.33;2131.33;0;0;418.33;774.33;1423.33;894.33;0;506.33;0;0;0;0;0;0;621.33;1494.33;0;414.33;0;0;0;0;0;0;0;0;0;1363.33;3394.33;0;0;0;267.33;117.33;1487.33;0;119.33;746.33;0;0;0;1028.33;0;115.33;0;0;0;0;0;0;Mar.33;0;257.33;0;2984.33;0;0;0;832.33;0;0
32440;1492;0;0;0;4843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53459;53490;17292;0;5237;214;0;0;0;0;0;0;0;0;0;0;13690;3891;430;194;53735;6338;0;2754;8066;17034;0;985;470;513;0;1865;195;0;0;3090;427;17923;18841;36387;0;3912;2359;3136;2663;2151;23547;567;53132;22;327;53246;16866;25227;3936;0;20613;3587;26780;53159;2074;38903;7542;11048;5247;0;33127;291;2892;15818;4905;7893;4037;0;53216;20355;21250;17652;6109;5914;6092;21273;485;8939;2102;7239;10605;0;2663;0;17301;23416;4262;4093;0;1097;45681;32299;977;4161;2776;413;0;11856;9198;443;0;21449;2699;0;1157;14339;657;300;78;2466;0;0;0;4195;0;0;522;0;0;0;6901;0;0;0;0;0;6297;1784;0;2546;95;0;0;0;0;0;0;0;0;1320;0;882;0;8487;0;0;0;0;0;0;0;0;7753;0;0;0;0;173;0;0;9840;0;1428;0;0;0;0;0;0;0;0;0;347;0;0;0;127;0;0;0
4936.67;0;6511.67;0;0;20212.67;6229.67;2470.67;0;0;0;0;0;0;0;0;261.67;0;0;0;0;0;0;1327.67;0;169.67;0;0;0;59670.67;58814.67;3994.67;385.67;535.67;4564.67;0;0;0;0;0;0;0;0;0;0;11646.67;32177.67;37898.67;0;1426.67;4653.67;14884.67;8785.67;0;41155.67;2019.67;0;5503.67;6243.67;0;1394.67;432.67;986.67;135.67;0;0;29617.67;38752.67;59656.67;41842.67;51042.67;44232.67;42255.67;37023.67;42026.67;38983.67;36655.67;59788.67;36691.67;34038.67;24790.67;16628.67;9719.67;9684.67;26321.67;21549.67;8702.67;4497.67;8560.67;2534.67;18349.67;1218.67;11572.67;7677.67;2722.67;1813.67;491.67;5633.67;5055.67;24306.67;3332.67;1769.67;2803.67;2703.67;1636.67;2653.67;5262.67;2659.67;6568.67;554.67;0;5966.67;425.67;704.67;1080.67;137.67;0;725.67;1347.67;2003.67;9233.67;2616.67;4253.67;15295.67;3242.67;0;0;2535.67;8702.67;2530.67;964.67;2138.67;0;26339.67;12915.67;1527.67;8335.67;2115.67;0;867.67;0;28779.67;431.67;15722.67;773.67;0;2839.67;0;2361.67;0;0;428.67;2249.67;34.67;0;3010.67;0;201.67;0;232.67;0;0;0;0;169.67;2461.67;0;386.67;0;1962.67;0;0;1621.67;0;0;0;148.67;3120.67;3310.67;0;0;0;0;0;0;0;0;0;0;0;0;609.67;0;0;0;0;105.67;0;2104.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3338.17;0;0;29379.17;0;12064.17;154.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47746.17;47839.17;0;0;0;1174.17;0;0;0;0;0;0;0;0;0;0;2909.17;47585.17;47504.17;0;0;872.17;0;11505.17;0;0;4435.17;0;0;0;0;3235.17;0;1912.17;1312.17;0;0;43744.17;22525.17;47944.17;47279.17;47653.17;47272.17;47337.17;47463.17;47385.17;7956.17;47235.17;3383.17;47405.17;47769.17;5211.17;47800.17;48016.17;0;47483.17;46108.17;8836.17;10047.17;0;0;1890.17;843.17;0;12268.17;48098.17;0;0;6687.17;22543.17;1634.17;0;0;872.17;0;0;0;1793.17;0;36051.17;0;0;0;1870.17;0;0;0;0;0;7173.17;9876.17;0;0;0;0;0;0;0;0;0;17225.17;0;527.17;0;45053.17;8152.17;0;0;0;1798.17;0;0;0;0;9113.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1513.17;0;0;0;250.17;0;19735.17;0;0;0;9906.17;0;0;0;0;0;0;0;14905.17;0;0;0;0;4396.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2561.17;11038.17;0;0;0;0;0;1955.17;0;0;0;0;0
35028.33;0;0;8249.33;0;0;0;0;3240.33;0;0;0;0;734.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48403.33;45980.33;2735.33;0;0;2036.33;0;0;0;0;0;0;0;0;0;0;5313.33;19137.33;16173.33;0;6035.33;5492.33;60337.33;771.33;1568.33;0;5145.33;296.33;2140.33;760.33;0;1214.33;150.33;73.33;0;0;0;20295.33;2350.33;136.33;16506.33;23152.33;21082.33;23277.33;17229.33;21431.33;15586.33;17002.33;1504.33;17367.33;15650.33;26686.33;644.33;3131.33;17106.33;15009.33;20557.33;13782.33;15054.33;6940.33;8839.33;1567.33;7042.33;5268.33;19567.33;1838.33;0;279.33;5242.33;15650.33;1094.33;8718.33;2929.33;713.33;0;4675.33;14034.33;3586.33;12207.33;3724.33;2866.33;0;10736.33;12593.33;0;5487.33;17302.33;5342.33;1782.33;1862.33;0;12331.33;6710.33;0;0;5674.33;267.33;4382.33;6107.33;2621.33;2047.33;4162.33;173.33;0;0;0;1287.33;2944.33;425.33;0;0;0;0;465.33;6376.33;2303.33;0;0;0;3849.33;178.33;0;2007.33;921.33;581.33;0;6034.33;0;2709.33;957.33;347.33;0;0;0;0;1221.33;1441.33;221.33;0;0;2713.33;0;834.33;0;0;290.33;1857.33;461.33;0;2017.33;0;0;5020.33;0;1019.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429.33;0;0;0;0;0;0;447.33;0;0;0;0;0;0;0
54586.5;0;0;0;0;0;787.5;0;0;175.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54715.5;54634.5;1761.5;1172.5;0;0;0;0;0;0;0;0;0;0;0;0;1252.5;0;0;0;0;7119.5;30664.5;0;0;0;0;816.5;114.5;0;0;0;0;0;0;0;0;52560.5;45926.5;0;2923.5;0;0;0;0;0;663.5;0;0;0;0;585.5;29319.5;33137.5;0;0;33601.5;0;0;0;0;0;3799.5;0;0;0;24303.5;1739.5;6992.5;2331.5;8001.5;3288.5;0;3414.5;0;16687.5;6611.5;6311.5;2701.5;0;0;0;0;1168.5;0;1085.5;27619.5;0;833.5;0;0;415.5;316.5;0;0;0;2673.5;0;406.5;0;526.5;0;0;0;1415.5;0;7021.5;0;0;0;0;0;0;0;0;0;0;0;0;3153.5;0;0;0;0;0;0;0;0;0;0;0;0;691.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74.5;0;0;0;0;0;0;0;0;0;0;2252.5;0;0;0;0;0;0;0;0;0;1442.5;0;0;97.5;0;0;0;0;0;0;191.5;0;0;0;0;0;0;0
50921.67;0;0;5619.67;0;0;0;281.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51689.67;51911.67;27125.67;0;0;0;0;0;0;0;0;0;0;0;0;0;34063.67;18880.67;12927.67;0;0;2903.67;14204.67;10720.67;0;3327.67;0;0;0;0;4162.67;0;0;0;0;0;0;51860.67;51709.67;0;23679.67;25806.67;21742.67;22058.67;19147.67;17601.67;52077.67;12422.67;0;12538.67;15448.67;0;0;0;0;12067.67;1159.67;0;8689.67;0;8030.67;115.67;0;0;15536.67;51885.67;0;0;0;0;0;0;0;0;0;0;0;0;0;28462.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2709.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4842.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;2394.17;0;0;0;55065.17;0;0;0;3902.17;0;0;0;0;0;4945.17;0;0;0;0;0;0;0;0;0;0;0;0;53426.17;55062.17;54700.17;0;0;0;0;0;0;0;0;0;0;0;0;0;11490.17;39187.17;40156.17;0;1065.17;2951.17;9367.17;0;302.17;24391.17;25915.17;2539.17;495.17;7235.17;0;1550.17;0;170.17;0;0;0;13696.17;24808.17;0;46378.17;54890.17;48686.17;52375.17;42354.17;50314.17;58.17;42740.17;12756.17;44257.17;43574.17;31733.17;17107.17;1686.17;994.17;34568.17;6927.17;3741.17;2610.17;10314.17;54929.17;1563.17;7235.17;15004.17;3826.17;54903.17;42250.17;0;2969.17;9978.17;54920.17;5427.17;17406.17;1076.17;1300.17;6764.17;0;2225.17;7052.17;10255.17;12349.17;1897.17;1790.17;3857.17;0;7011.17;0;5454.17;3663.17;4696.17;4634.17;11074.17;3353.17;0;6238.17;2208.17;4156.17;0;907.17;2022.17;3377.17;7705.17;1585.17;0;141.17;3564.17;0;1431.17;232.17;4331.17;4022.17;0;0;0;0;5732.17;1951.17;0;0;4253.17;0;0;6852.17;34.17;2604.17;12857.17;0;0;1488.17;0;4323.17;0;0;420.17;4563.17;0;264.17;681.17;0;0;0;0;2373.17;0;0;0;0;0;0;0;0;0;0;0;1754.17;1727.17;0;0;0;0;0;0;0;0;0;0;0;0;Apr.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58152;314;1758;0;0;0;0;0;2052;241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50775;36053;50458;3318;0;1301;0;0;0;0;0;0;0;0;0;0;11245;17499;13903;166;0;5480;6993;1851;0;7796;0;5754;87;1939;0;282;0;0;604;17485;0;58310;58373;0;13144;16579;12068;13911;9771;13496;32551;12112;4043;11959;12124;8574;30416;1649;38180;9745;33927;33243;3502;769;40843;3980;2700;8109;10331;4781;5577;8510;4532;11737;3832;3075;1034;7717;0;18278;61;3543;3621;12217;3189;0;136;18932;5555;1691;0;0;12632;1660;26214;16727;3645;3357;0;1296;0;426;56;1493;1028;90;0;0;4750;6878;9105;1917;649;0;0;9590;0;9723;0;604;0;80;0;4090;0;0;952;0;0;1425;0;4492;1248;0;90;0;5328;0;2301;0;3112;0;0;0;1788;0;0;0;0;0;0;3308;0;0;0;0;0;0;91;0;0;709;0;0;0;0;0;0;4435;0;0;0;0;0;0;3728;0;0;0;0;0;0;3411;0;0;0;0;0;0;0
51398.17;8342.17;0;0;4402.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51494.17;47744.17;47307.17;911.17;0;0;0;0;0;0;0;0;0;0;0;0;0;5921.17;2344.17;0;0;16958.17;0;0;0;0;0;0;0;0;0;0;0;0;0;25369.17;0;43123.17;51409.17;0;2993.17;8008.17;6677.17;6902.17;2918.17;7865.17;0;2473.17;47637.17;2291.17;1203.17;51399.17;51407.17;0;0;Apr.17;2141.17;0;8413.17;0;0;2351.17;0;0;1910.17;0;40862.17;0;1307.17;3946.17;0;0;0;0;0;0;0;0;0;19304.17;0;0;0;328.17;0;324.17;0;0;409.17;6543.17;51532.17;9008.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22081.17;0;24493.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10520.17;0;0;0;400.17;0;0;0;0;0;0;0;0;0;399.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
