,rok,měsíc,den,T-AVG,TMA,TMI,SRA,Flag
19536,1828,6,28,21.8,25.0,17.0,0.0,
19537,1828,6,29,21.9,25.3,15.8,1.7,
19538,1828,6,30,20.2,24.7,17.3,1.3,
19539,1828,7,1,21.2,26.5,17.2,1.1,
19540,1828,7,2,22.2,25.3,17.8,0.0,
19541,1828,7,3,23.7,27.2,18.0,0.0,
19542,1828,7,4,25.4,29.2,20.9,0.0,
19543,1828,7,5,26.6,31.0,19.0,0.0,
19544,1828,7,6,26.2,32.6,21.0,0.0,
19545,1828,7,7,23.7,27.7,20.9,0.2,
19546,1828,7,8,25.4,31.0,18.8,0.0,
19547,1828,7,9,25.4,33.6,19.0,0.2,
19548,1828,7,10,21.5,26.3,17.9,0.4,
19549,1828,7,11,19.4,22.0,16.3,0.9,
19550,1828,7,12,24.4,28.5,15.7,0.4,
19551,1828,7,13,18.9,25.0,14.3,8.6,
19552,1828,7,14,19.4,23.5,13.6,0.2,
19553,1828,7,15,16.8,24.2,13.9,5.9,
19554,1828,7,16,15.6,18.0,13.5,17.1,
19555,1828,7,17,19.2,22.3,14.6,0.0,
19556,1828,7,18,21.8,26.2,15.1,0.0,
19557,1828,7,19,23.2,28.3,16.4,1.1,
19558,1828,7,20,20.7,26.8,18.0,33.8,
19559,1828,7,21,20.1,24.0,16.0,0.0,
19560,1828,7,22,20.9,25.5,15.1,0.2,
19561,1828,7,23,19.9,24.0,16.3,0.0,
19562,1828,7,24,21.9,26.9,16.2,0.0,
19563,1828,7,25,22.9,28.5,18.0,0.2,
19564,1828,7,26,22.4,26.1,18.9,0.0,
19565,1828,7,27,21.7,25.2,18.4,1.1,
19566,1828,7,28,18.9,25.2,15.0,1.2,
19567,1828,7,29,16.8,19.3,13.3,0.0,
19568,1828,7,30,15.4,19.5,11.3,1.1,
19569,1828,7,31,16.2,20.4,11.0,0.0,
19570,1828,8,1,16.7,19.7,13.5,0.0,
19571,1828,8,2,19.3,24.6,11.3,0.0,
19572,1828,8,3,19.1,23.7,14.8,0.6,
19573,1828,8,4,18.9,22.0,14.6,4.9,
19574,1828,8,5,17.1,21.9,14.1,4.7,
19575,1828,8,6,17.8,22.1,13.3,3.6,
19576,1828,8,7,19.8,22.7,16.0,4.9,
19577,1828,8,8,20.2,24.4,17.0,0.0,
19578,1828,8,9,22.0,27.8,16.0,0.9,
19579,1828,8,10,18.0,21.0,16.4,8.1,
19580,1828,8,11,17.3,19.2,15.5,2.0,
19581,1828,8,12,17.8,21.6,14.8,0.0,
19582,1828,8,13,19.0,23.2,14.2,0.0,
19583,1828,8,14,21.9,27.9,14.5,0.0,
19584,1828,8,15,19.0,22.2,16.0,25.2,
19585,1828,8,16,15.9,19.1,13.0,8.6,
19586,1828,8,17,16.5,20.3,13.0,0.0,
19587,1828,8,18,18.0,23.6,11.8,0.0,
19588,1828,8,19,18.7,22.4,15.5,0.0,
19589,1828,8,20,17.5,22.1,13.6,0.0,
19590,1828,8,21,19.1,24.8,12.5,0.0,
19591,1828,8,22,17.0,19.1,15.7,22.400000000000002,
19592,1828,8,23,16.3,20.2,13.0,6.0,
19593,1828,8,24,15.7,18.7,13.7,0.2,
19594,1828,8,25,16.4,18.5,13.8,0.2,
19595,1828,8,26,16.8,19.5,14.5,4.7,
19596,1828,8,27,16.7,18.5,14.0,0.4,
19597,1828,8,28,16.6,18.5,14.8,2.3000000000000003,
19598,1828,8,29,17.0,20.7,15.0,7.9,
19599,1828,8,30,16.2,17.2,15.1,29.1,
19600,1828,8,31,17.3,20.0,15.1,4.5,
19601,1828,9,1,17.2,21.2,14.5,0.0,
19602,1828,9,2,15.3,19.7,10.9,0.0,
19603,1828,9,3,15.0,18.8,9.9,0.0,
19604,1828,9,4,15.4,20.4,11.6,0.0,
19605,1828,9,5,16.7,21.9,10.7,0.0,
19606,1828,9,6,15.4,17.2,13.5,0.4,
19607,1828,9,7,15.8,20.1,12.6,0.0,
19608,1828,9,8,15.7,21.5,10.0,0.0,
19609,1828,9,9,16.2,22.0,10.2,0.0,
19610,1828,9,10,18.8,24.6,12.7,0.0,
19611,1828,9,11,19.6,24.0,15.2,0.9,
19612,1828,9,12,15.7,24.5,10.5,1.5,
19613,1828,9,13,20.0,23.6,10.5,0.0,
19614,1828,9,14,19.0,22.6,15.7,2.5,
19615,1828,9,15,12.9,18.3,10.5,8.1,
19616,1828,9,16,10.7,12.0,9.4,0.0,
19617,1828,9,17,12.4,15.3,9.8,0.4,
19618,1828,9,18,12.4,16.2,9.1,0.0,
19619,1828,9,19,11.9,16.3,6.3,0.0,
19620,1828,9,20,12.5,17.3,6.8,0.0,
19621,1828,9,21,12.0,17.5,6.7,0.0,
19622,1828,9,22,14.5,19.2,8.2,0.0,
19623,1828,9,23,14.5,18.4,11.8,0.0,
19624,1828,9,24,11.5,13.3,10.3,2.0,
19625,1828,9,25,13.8,18.0,10.2,0.2,
19626,1828,9,26,16.5,23.0,10.4,0.0,
19627,1828,9,27,16.9,23.9,11.1,0.0,
19628,1828,9,28,15.3,20.9,12.4,2.0,
19629,1828,9,29,15.5,20.2,12.3,0.4,
19630,1828,9,30,17.4,21.2,13.9,0.0,
19631,1828,10,1,18.0,21.1,14.3,0.0,
19632,1828,10,2,14.4,18.0,13.2,9.9,
19633,1828,10,3,12.9,14.8,10.9,6.1000000000000005,
19634,1828,10,4,12.6,15.3,10.2,0.0,
19635,1828,10,5,14.7,18.5,11.7,0.0,
19636,1828,10,6,15.6,19.1,10.8,0.0,
19637,1828,10,7,12.9,16.1,9.4,0.9,
19638,1828,10,8,11.5,14.0,8.9,0.4,
19639,1828,10,9,11.3,14.0,10.1,0.0,
19640,1828,10,10,11.0,13.3,9.0,0.2,
19641,1828,10,11,11.9,14.1,11.0,6.1000000000000005,
19642,1828,10,12,11.9,14.2,10.7,0.9,
19643,1828,10,13,11.3,11.8,10.9,4.9,
19644,1828,10,14,10.2,11.8,8.7,4.5,
19645,1828,10,15,5.4,9.7,4.5,0.0,
19646,1828,10,16,9.9,11.8,4.5,0.9,
19647,1828,10,17,11.1,12.9,9.9,0.0,
19648,1828,10,18,5.7,10.4,4.1,1.5,
19649,1828,10,19,7.8,9.7,5.5,0.0,
19650,1828,10,20,6.4,10.5,2.9,0.0,
19651,1828,10,21,7.8,12.8,3.2,0.0,
19652,1828,10,22,7.5,12.2,4.0,0.0,
19653,1828,10,23,7.1,7.9,5.8,0.0,
19654,1828,10,24,7.1,8.0,5.9,0.0,
19655,1828,10,25,8.5,11.0,4.4,0.0,
19656,1828,10,26,9.0,12.5,5.9,0.0,
19657,1828,10,27,5.0,8.1,2.8,0.0,
19658,1828,10,28,2.8,6.0,1.1,0.0,
19659,1828,10,29,2.0,4.7,0.7,0.2,
19660,1828,10,30,1.2,2.8,0.5,0.2,
19661,1828,10,31,2.0,3.9,0.3,0.0,
19662,1828,11,1,4.0,5.8,1.8,2.0,
19663,1828,11,2,5.2,7.4,0.6,0.4,
19664,1828,11,3,6.5,8.6,5.6,0.9,
19665,1828,11,4,2.3,6.0,-1.9,0.0,
19666,1828,11,5,0.4,4.0,-3.0,0.0,
19667,1828,11,6,-0.7,2.1,-2.9,0.0,
19668,1828,11,7,-1.1,-0.3,-3.1,1.1,
19669,1828,11,8,-0.5,0.7,-1.1,1.5,
19670,1828,11,9,1.9,3.5,-1.1,0.0,
19671,1828,11,10,3.5,4.2,1.8,3.6,
19672,1828,11,11,4.8,5.6,3.3,3.4,
19673,1828,11,12,4.1,5.0,3.9,0.2,
19674,1828,11,13,6.1,8.9,3.9,0.0,
19675,1828,11,14,6.2,7.2,4.9,0.0,
19676,1828,11,15,7.7,10.1,6.2,0.0,
19677,1828,11,16,8.2,9.2,6.9,0.0,
19678,1828,11,17,7.8,8.6,6.6,0.9,
19679,1828,11,18,8.3,10.7,6.0,0.0,
19680,1828,11,19,7.2,9.7,6.2,0.0,
19681,1828,11,20,6.8,8.8,6.1,1.3,
19682,1828,11,21,8.3,9.2,6.1,4.7,
19683,1828,11,22,6.5,9.6,3.4,0.0,
19684,1828,11,23,4.8,7.2,2.1,0.0,
19685,1828,11,24,5.1,6.1,3.8,0.0,
19686,1828,11,25,5.4,6.7,4.8,0.0,
19687,1828,11,26,4.4,5.4,1.5,0.0,
19688,1828,11,27,2.3,4.0,0.7,0.6,
19689,1828,11,28,7.8,9.8,2.3,1.3,
19690,1828,11,29,11.8,13.0,8.7,0.0,
19691,1828,11,30,3.1,12.9,0.7,1.5,
19692,1828,12,1,5.1,7.7,1.0,8.6,
19693,1828,12,2,-4.5,4.6,-6.5,0.0,
19694,1828,12,3,-5.6,-3.0,-8.9,0.0,
19695,1828,12,4,1.7,4.7,-4.4,0.6,
19696,1828,12,5,4.7,6.4,2.2,0.0,
19697,1828,12,6,2.9,4.0,2.1,0.0,
19698,1828,12,7,1.5,2.4,1.3,0.0,
19699,1828,12,8,3.2,4.7,1.3,0.6,
19700,1828,12,9,5.2,7.2,2.4,0.2,
19701,1828,12,10,4.3,5.6,3.0,0.0,
19702,1828,12,11,5.5,6.5,3.9,0.0,
19703,1828,12,12,6.0,7.7,3.4,2.4,
19704,1828,12,13,2.6,4.8,1.7,0.0,
19705,1828,12,14,3.3,6.4,0.5,2.3000000000000003,
19706,1828,12,15,1.0,2.2,-0.9,0.0,
19707,1828,12,16,-0.8,1.9,-2.5,0.0,
19708,1828,12,17,1.2,4.4,-3.6,0.2,
19709,1828,12,18,7.9,9.5,2.8,6.8,
19710,1828,12,19,8.0,9.9,6.6,0.0,
19711,1828,12,20,6.0,7.0,3.5,10.6,
19712,1828,12,21,10.6,12.0,6.3,5.2,
19713,1828,12,22,8.9,10.5,7.4,0.9,
19714,1828,12,23,8.4,9.8,7.5,0.0,
19715,1828,12,24,6.1,8.0,5.2,0.0,
19716,1828,12,25,5.7,7.3,4.4,0.0,
19717,1828,12,26,5.4,6.5,4.3,0.0,
19718,1828,12,27,4.5,5.3,3.8,0.4,
19719,1828,12,28,4.0,4.7,3.3,0.2,
19720,1828,12,29,-1.1,3.8,-3.6,0.0,
19721,1828,12,30,-3.4,-2.1,-4.6,0.6,
19722,1828,12,31,-7.6,-3.5,-8.7,0.0,
19723,1829,1,1,-6.0,-3.5,-9.9,0.0,
19724,1829,1,2,-0.5,0.6,-4.1,0.0,
19725,1829,1,3,1.6,2.9,-0.5,0.2,
19726,1829,1,4,-0.2,2.8,-1.8,0.4,
19727,1829,1,5,-2.4,0.1,-4.0,0.0,
19728,1829,1,6,-4.3,-2.8,-5.4,2.9,
19729,1829,1,7,-3.4,-3.0,-5.1,0.0,
19730,1829,1,8,-2.7,-1.8,-4.3,4.1,
19731,1829,1,9,-1.5,-0.7,-3.8,0.6,
19732,1829,1,10,2.0,3.6,-0.9,4.5,
19733,1829,1,11,1.0,2.1,-0.1,0.0,
19734,1829,1,12,0.7,1.6,0.2,0.0,
19735,1829,1,13,0.9,2.0,-0.1,0.0,
19736,1829,1,14,-3.2,0.9,-6.4,0.0,
19737,1829,1,15,-8.8,-4.8,-10.9,0.0,
19738,1829,1,16,-3.2,-2.1,-10.0,2.3000000000000003,
19739,1829,1,17,-4.2,-2.2,-5.1,0.0,
19740,1829,1,18,-3.2,-2.3,-5.1,0.0,
19741,1829,1,19,-3.4,-2.2,-4.9,0.0,
19742,1829,1,20,-8.9,-4.1,-13.8,0.2,
19743,1829,1,21,-16.6,-11.5,-19.7,0.0,
19744,1829,1,22,-19.5,-16.1,-22.4,0.0,
19745,1829,1,23,-12.6,-10.8,-20.0,3.2,
19746,1829,1,24,-6.3,-4.6,-11.7,2.3000000000000003,
19747,1829,1,25,-5.1,-3.6,-6.7,6.1000000000000005,
19748,1829,1,26,-9.1,-4.9,-10.4,0.0,
19749,1829,1,27,-1.2,1.2,-10.3,0.4,
19750,1829,1,28,0.5,2.2,-0.8,13.1,
19751,1829,1,29,-0.2,4.9,-3.5,0.0,
19752,1829,1,30,1.1,2.9,-3.5,0.0,
19753,1829,1,31,1.1,3.0,-0.5,9.0,
19754,1829,2,1,-3.9,0.5,-7.3,0.4,
19755,1829,2,2,-4.2,-1.0,-9.2,0.0,
19756,1829,2,3,-6.5,-3.2,-7.8,0.2,
19757,1829,2,4,-6.9,-6.6,-7.4,1.7,
19758,1829,2,5,-7.2,-2.4,-11.2,0.0,
19759,1829,2,6,-4.5,-2.6,-11.2,0.4,
19760,1829,2,7,-4.1,-1.4,-7.8,1.1,
19761,1829,2,8,-9.6,-6.1,-16.4,0.4,
19762,1829,2,9,-8.0,-3.0,-10.6,0.9,
19763,1829,2,10,-8.4,-5.4,-14.0,3.6,
19764,1829,2,11,-15.5,-9.4,-22.3,0.0,
19765,1829,2,12,-18.1,-12.0,-21.8,0.0,
19766,1829,2,13,-15.1,-9.6,-24.3,4.1,
19767,1829,2,14,-0.7,2.7,-12.0,0.0,
19768,1829,2,15,3.0,5.3,2.1,0.0,
19769,1829,2,16,3.1,4.0,2.4,0.0,
19770,1829,2,17,1.0,3.9,-2.2,0.2,
19771,1829,2,18,-1.9,2.2,-4.1,0.0,
19772,1829,2,19,-6.2,-2.5,-9.7,0.0,
19773,1829,2,20,-7.9,-3.7,-12.8,0.0,
19774,1829,2,21,-1.5,0.6,-9.6,0.0,
19775,1829,2,22,0.9,4.2,-2.1,0.0,
19776,1829,2,23,1.9,6.4,-1.5,3.4,
19777,1829,2,24,-0.4,2.8,-2.4,0.0,
19778,1829,2,25,0.6,4.1,-3.0,0.0,
19779,1829,2,26,-0.5,1.0,-1.4,0.0,
19780,1829,2,27,-2.7,0.7,-5.2,1.7,
19781,1829,2,28,-4.4,-2.7,-6.4,0.2,
19782,1829,3,1,-0.6,2.5,-6.3,0.0,
19783,1829,3,2,0.3,4.2,-3.1,0.0,
19784,1829,3,3,-0.2,0.3,-0.7,0.0,
19785,1829,3,4,1.0,2.7,-1.1,0.4,
19786,1829,3,5,-1.9,1.2,-3.8,0.0,
19787,1829,3,6,-2.0,2.9,-7.0,0.0,
19788,1829,3,7,-0.3,3.5,-6.1,0.0,
19789,1829,3,8,3.0,5.2,0.5,0.0,
19790,1829,3,9,3.2,6.6,0.8,0.0,
19791,1829,3,10,1.7,4.6,-0.1,0.2,
19792,1829,3,11,-0.2,3.3,-2.9,0.0,
19793,1829,3,12,0.2,4.2,-4.6,0.0,
19794,1829,3,13,2.3,6.0,-0.6,4.9,
19795,1829,3,14,1.1,3.4,-0.2,0.0,
19796,1829,3,15,0.0,3.6,-3.4,0.0,
19797,1829,3,16,-2.0,1.9,-4.6,0.0,
19798,1829,3,17,0.4,3.8,-4.0,0.0,
19799,1829,3,18,2.7,7.0,-0.6,0.0,
19800,1829,3,19,2.2,7.7,-2.1,0.0,
19801,1829,3,20,2.4,8.0,-2.2,0.0,
19802,1829,3,21,3.4,8.2,-2.4,0.0,
19803,1829,3,22,4.5,6.8,2.6,0.2,
19804,1829,3,23,-0.6,4.2,-3.5,0.0,
19805,1829,3,24,-1.7,1.0,-4.1,0.0,
19806,1829,3,25,1.6,5.3,-3.5,0.0,
19807,1829,3,26,4.0,6.7,-0.1,0.0,
19808,1829,3,27,3.6,5.7,1.9,0.0,
19809,1829,3,28,3.1,6.8,-0.4,0.0,
19810,1829,3,29,5.3,8.1,1.5,0.0,
19811,1829,3,30,7.1,9.3,4.7,0.2,
19812,1829,3,31,8.6,12.5,5.6,0.0,
19813,1829,4,1,8.4,12.5,4.4,0.0,
19814,1829,4,2,4.3,8.5,1.6,1.3,
19815,1829,4,3,6.1,8.9,1.5,0.0,
19816,1829,4,4,4.7,7.7,3.9,1.1,
19817,1829,4,5,5.8,8.9,2.6,0.0,
19818,1829,4,6,9.0,14.1,2.4,0.0,
19819,1829,4,7,10.2,14.8,5.4,0.0,
19820,1829,4,8,8.6,12.0,3.5,1.5,
19821,1829,4,9,10.5,16.9,2.7,0.0,
19822,1829,4,10,8.9,12.6,5.8,0.4,
19823,1829,4,11,9.2,13.3,6.4,2.5,
19824,1829,4,12,10.9,16.0,4.4,0.0,
19825,1829,4,13,11.1,16.7,7.4,5.9,
19826,1829,4,14,14.3,20.5,7.7,0.0,
19827,1829,4,15,14.8,22.8,10.0,8.1,
19828,1829,4,16,14.9,19.0,10.2,0.9,
19829,1829,4,17,11.9,14.7,9.7,31.1,
19830,1829,4,18,10.9,14.8,8.8,0.0,
19831,1829,4,19,11.8,16.5,7.6,0.0,
19832,1829,4,20,11.9,17.9,7.5,4.9,
19833,1829,4,21,9.9,13.3,6.1,0.0,
19834,1829,4,22,10.9,14.5,6.0,0.4,
19835,1829,4,23,11.9,19.2,8.9,0.9,
19836,1829,4,24,12.2,14.0,8.5,3.2,
19837,1829,4,25,13.0,19.1,9.3,19.1,
19838,1829,4,26,5.5,11.3,3.3,0.0,
19839,1829,4,27,8.4,12.2,2.0,0.0,
19840,1829,4,28,9.2,12.5,7.5,0.9,
19841,1829,4,29,8.2,10.3,5.3,0.0,
19842,1829,4,30,6.3,10.0,4.0,1.3,
19843,1829,5,1,6.5,9.4,4.4,1.5,
19844,1829,5,2,11.6,14.9,6.3,0.2,
19845,1829,5,3,13.9,18.0,10.0,0.0,
19846,1829,5,4,14.5,20.2,8.3,9.200000000000001,
19847,1829,5,5,11.9,15.8,7.7,0.0,
19848,1829,5,6,13.6,18.3,6.7,0.0,
19849,1829,5,7,16.2,22.6,7.7,0.0,
19850,1829,5,8,12.9,17.0,10.4,1.5,
19851,1829,5,9,12.6,15.5,9.3,0.4,
19852,1829,5,10,10.6,12.5,8.4,13.1,
19853,1829,5,11,9.6,10.3,8.0,13.5,
19854,1829,5,12,9.6,10.5,7.1,36.300000000000004,
19855,1829,5,13,9.4,13.1,5.1,0.0,
19856,1829,5,14,11.3,15.4,5.6,0.0,
19857,1829,5,15,14.4,18.6,8.9,0.0,
19858,1829,5,16,16.5,20.5,12.4,0.6,
19859,1829,5,17,13.2,16.0,11.1,1.3,
19860,1829,5,18,13.0,17.2,8.3,0.0,
19861,1829,5,19,14.8,19.4,9.0,0.0,
19862,1829,5,20,14.2,18.3,10.3,0.4,
19863,1829,5,21,15.4,18.8,13.0,7.9,
19864,1829,5,22,15.1,19.0,9.1,0.0,
19865,1829,5,23,13.4,17.5,7.7,0.0,
19866,1829,5,24,14.3,18.4,7.8,0.0,
19867,1829,5,25,15.9,20.7,8.4,0.0,
19868,1829,5,26,13.7,16.5,9.6,0.0,
19869,1829,5,27,14.6,20.0,9.7,0.0,
19870,1829,5,28,16.2,21.4,9.0,0.0,
19871,1829,5,29,17.0,21.4,10.9,0.0,
19872,1829,5,30,15.5,19.3,12.4,0.0,
19873,1829,5,31,10.9,13.5,9.2,0.9,
19874,1829,6,1,9.5,13.5,6.9,3.2,
19875,1829,6,2,10.5,12.3,6.8,5.4,
19876,1829,6,3,13.2,15.3,9.6,9.0,
19877,1829,6,4,13.0,17.8,11.1,0.6,
19878,1829,6,5,11.7,15.5,9.0,6.3,
19879,1829,6,6,10.3,13.0,8.3,0.0,
19880,1829,6,7,11.5,13.9,8.9,3.4,
19881,1829,6,8,13.5,16.9,11.3,11.700000000000001,
19882,1829,6,9,13.5,16.9,11.3,13.1,
19883,1829,6,10,11.7,12.8,11.3,69.8,
19884,1829,6,11,14.8,19.0,11.1,2.5,
19885,1829,6,12,15.8,18.8,10.4,0.0,
19886,1829,6,13,17.1,21.0,10.2,0.0,
19887,1829,6,14,19.2,24.0,11.8,0.0,
19888,1829,6,15,20.0,24.8,13.8,0.0,
19889,1829,6,16,20.6,26.3,14.0,0.0,
19890,1829,6,17,19.8,28.4,14.4,2.9,
19891,1829,6,18,15.9,23.0,12.4,4.9,
19892,1829,6,19,13.6,15.9,11.8,9.4,
19893,1829,6,20,13.5,15.3,11.3,11.700000000000001,
19894,1829,6,21,17.9,21.2,12.5,0.0,
19895,1829,6,22,19.4,24.0,12.6,0.0,
19896,1829,6,23,20.7,25.9,14.2,0.0,
19897,1829,6,24,22.3,27.7,15.1,0.0,
19898,1829,6,25,22.9,27.8,16.5,0.0,
19899,1829,6,26,24.0,29.3,17.0,0.0,
19900,1829,6,27,24.3,28.8,18.6,0.0,
19901,1829,6,28,25.0,30.0,16.5,0.0,
19902,1829,6,29,20.7,25.2,17.0,0.0,
19903,1829,6,30,18.6,21.8,16.0,0.9,
19904,1829,7,1,20.7,24.6,14.2,0.0,
19905,1829,7,2,22.6,27.0,14.7,0.0,
19906,1829,7,3,20.7,24.7,18.6,0.2,
19907,1829,7,4,20.2,24.2,16.2,1.3,
19908,1829,7,5,20.2,24.6,15.5,2.0,
19909,1829,7,6,17.7,20.9,15.2,0.0,
19910,1829,7,7,19.8,23.0,15.2,0.0,
19911,1829,7,8,21.1,25.2,16.4,0.0,
19912,1829,7,9,18.5,24.5,14.4,10.6,
19913,1829,7,10,15.2,17.3,13.0,0.2,
19914,1829,7,11,17.2,21.0,13.3,0.0,
19915,1829,7,12,20.2,25.1,13.6,1.3,
19916,1829,7,13,20.9,25.2,16.6,1.7,
19917,1829,7,14,24.3,28.9,16.7,0.0,
19918,1829,7,15,25.7,31.3,18.8,0.0,
19919,1829,7,16,28.7,32.5,18.0,27.3,
19920,1829,7,17,21.2,29.5,18.0,0.0,
19921,1829,7,18,22.1,26.0,18.5,0.0,
19922,1829,7,19,20.6,25.5,16.5,0.0,
19923,1829,7,20,18.2,23.1,15.3,8.1,
19924,1829,7,21,16.8,19.9,14.7,4.7,
19925,1829,7,22,17.4,20.5,14.1,2.3000000000000003,
19926,1829,7,23,19.7,21.8,16.4,0.0,
19927,1829,7,24,22.9,26.7,18.1,0.0,
19928,1829,7,25,23.7,29.2,16.8,0.0,
19929,1829,7,26,25.4,31.0,17.0,0.0,
19930,1829,7,27,23.6,30.6,20.7,3.6,
19931,1829,7,28,20.3,23.5,18.5,4.3,
19932,1829,7,29,17.0,19.3,16.5,0.2,
19933,1829,7,30,20.7,25.2,13.8,0.0,
19934,1829,7,31,19.5,24.0,15.8,3.4,
19935,1829,8,1,18.1,22.2,15.5,1.3,
19936,1829,8,2,17.1,18.9,15.3,0.0,
19937,1829,8,3,17.9,21.9,13.5,0.0,
19938,1829,8,4,20.5,25.2,13.6,0.0,
19939,1829,8,5,18.4,21.3,15.8,2.0,
19940,1829,8,6,17.6,20.6,15.2,0.0,
19941,1829,8,7,17.6,20.0,15.0,2.9,
19942,1829,8,8,16.7,18.3,15.2,0.0,
19943,1829,8,9,18.0,21.8,15.1,0.0,
19944,1829,8,10,19.7,25.8,11.9,0.0,
19945,1829,8,11,19.9,25.2,16.3,13.9,
19946,1829,8,12,18.3,21.3,15.0,0.0,
19947,1829,8,13,21.3,27.3,14.2,0.0,
19948,1829,8,14,23.3,31.2,18.9,0.2,
19949,1829,8,15,18.2,20.9,16.0,1.7,
19950,1829,8,16,18.0,22.5,15.7,0.2,
19951,1829,8,17,15.9,19.7,12.9,0.0,
19952,1829,8,18,16.1,20.5,11.1,0.0,
19953,1829,8,19,17.7,22.0,13.1,4.1,
19954,1829,8,20,16.2,17.4,14.4,1.7,
19955,1829,8,21,17.2,20.7,13.6,0.0,
19956,1829,8,22,16.3,20.0,12.7,0.0,
19957,1829,8,23,18.0,23.6,10.8,0.0,
19958,1829,8,24,21.9,28.4,13.8,0.2,
19959,1829,8,25,16.7,22.2,13.7,2.0,
19960,1829,8,26,16.3,20.5,12.0,0.0,
19961,1829,8,27,18.2,24.1,9.4,0.0,
19962,1829,8,28,17.5,22.2,13.4,0.0,
19963,1829,8,29,15.5,19.5,12.4,3.8000000000000003,
19964,1829,8,30,16.9,22.0,9.7,0.4,
19965,1829,8,31,15.3,17.4,13.9,11.5,
19966,1829,9,1,15.3,17.2,13.9,2.5,
19967,1829,9,2,15.6,16.9,13.5,1.7,
19968,1829,9,3,14.4,17.5,12.6,0.2,
19969,1829,9,4,13.9,17.4,10.9,0.0,
19970,1829,9,5,15.1,20.0,10.0,0.0,
19971,1829,9,6,16.5,20.4,12.8,1.7,
19972,1829,9,7,20.5,24.8,14.9,0.0,
19973,1829,9,8,22.3,25.8,16.2,0.0,
19974,1829,9,9,18.4,23.0,16.4,0.0,
19975,1829,9,10,18.5,23.7,13.5,0.0,
19976,1829,9,11,19.0,24.6,14.8,0.0,
19977,1829,9,12,16.8,20.5,14.4,1.7,
19978,1829,9,13,14.4,17.1,11.3,7.7,
19979,1829,9,14,14.6,18.0,11.0,3.6,
19980,1829,9,15,13.2,16.7,11.1,9.9,
19981,1829,9,16,13.3,16.3,10.6,1.3,
19982,1829,9,17,13.9,18.2,11.5,2.0,
19983,1829,9,18,14.5,18.3,9.5,0.0,
19984,1829,9,19,16.2,18.8,13.5,0.0,
19985,1829,9,20,14.2,17.5,12.5,1.5,
19986,1829,9,21,14.1,17.1,10.6,0.0,
19987,1829,9,22,16.8,19.0,13.5,0.2,
19988,1829,9,23,16.7,20.2,14.8,0.0,
19989,1829,9,24,15.2,18.1,12.8,0.2,
19990,1829,9,25,15.4,19.1,12.6,0.2,
19991,1829,9,26,11.5,14.8,7.5,0.0,
19992,1829,9,27,12.4,16.0,6.2,0.0,
19993,1829,9,28,13.3,15.7,11.6,0.0,
19994,1829,9,29,14.0,16.6,10.1,0.0,
19995,1829,9,30,16.0,19.0,11.8,0.0,
19996,1829,10,1,15.5,18.8,13.5,0.0,
19997,1829,10,2,16.0,20.5,12.0,0.0,
19998,1829,10,3,15.3,17.5,11.9,0.0,
19999,1829,10,4,15.1,20.2,11.7,3.6,
20000,1829,10,5,12.8,15.6,9.9,0.0,
20001,1829,10,6,11.5,14.5,8.5,0.4,
20002,1829,10,7,8.6,10.8,6.8,0.2,
20003,1829,10,8,5.5,7.5,2.8,3.2,
20004,1829,10,9,8.1,11.3,6.0,0.4,
20005,1829,10,10,8.8,11.3,7.0,0.0,
20006,1829,10,11,8.3,9.2,7.7,0.4,
20007,1829,10,12,11.5,13.5,8.2,0.4,
20008,1829,10,13,11.4,12.6,10.7,1.5,
20009,1829,10,14,13.4,14.3,11.2,0.0,
20010,1829,10,15,7.1,13.8,4.3,0.2,
20011,1829,10,16,6.7,9.6,3.9,0.0,
20012,1829,10,17,9.3,10.3,5.8,0.9,
20013,1829,10,18,6.3,9.8,4.6,0.0,
20014,1829,10,19,6.5,7.9,4.1,0.0,
20015,1829,10,20,5.5,10.1,1.5,0.0,
20016,1829,10,21,5.2,9.9,0.0,0.0,
20017,1829,10,22,4.8,9.4,1.2,0.0,
20018,1829,10,23,4.8,9.3,-0.3,0.0,
20019,1829,10,24,7.6,13.8,2.1,0.0,
20020,1829,10,25,6.1,11.2,1.5,0.0,
20021,1829,10,26,4.8,9.0,1.4,0.0,
20022,1829,10,27,5.5,7.0,1.8,0.0,
20023,1829,10,28,5.1,7.6,2.9,0.2,
20024,1829,10,29,2.2,4.4,0.3,0.0,
20025,1829,10,30,4.7,7.0,0.4,0.0,
20026,1829,10,31,5.3,7.0,2.7,0.6,
20027,1829,11,1,2.2,4.9,-0.3,0.2,
20028,1829,11,2,1.8,4.4,0.0,2.3000000000000003,
20029,1829,11,3,5.0,6.2,-0.1,0.0,
20030,1829,11,4,5.3,8.2,2.9,0.0,
20031,1829,11,5,7.2,10.9,2.8,1.1,
20032,1829,11,6,6.0,8.7,4.0,0.0,
20033,1829,11,7,6.0,8.9,4.5,0.0,
20034,1829,11,8,4.8,7.6,3.1,0.0,
20035,1829,11,9,4.6,5.9,2.6,2.3000000000000003,
20036,1829,11,10,4.1,7.1,2.3,0.0,
20037,1829,11,11,4.7,7.0,2.3,0.9,
20038,1829,11,12,1.6,5.0,0.7,0.0,
20039,1829,11,13,0.4,2.5,-1.5,1.3,
20040,1829,11,14,-1.4,0.8,-3.6,0.0,
20041,1829,11,15,-3.1,5.0,-4.5,11.5,
20042,1829,11,16,0.0,5.0,-3.9,0.4,
