,rok,měsíc,den,T-AVG,TMA,TMI,SRA,Flag
50688,1913,10,13,5.7,9.3,3.4,0.0,
50689,1913,10,14,3.3,6.8,1.3,0.0,
50690,1913,10,15,4.3,6.3,0.1,0.3,
50691,1913,10,16,9.5,12.3,5.8,0.0,
50692,1913,10,17,5.9,9.4,4.5,0.0,
50693,1913,10,18,5.5,9.1,3.9,0.0,
50694,1913,10,19,3.8,6.7,1.3,0.2,
50695,1913,10,20,6.2,7.0,3.8,0.0,
50696,1913,10,21,6.2,8.7,5.2,0.0,
50697,1913,10,22,6.8,11.2,5.3,0.0,
50698,1913,10,23,7.9,9.1,4.9,0.0,
50699,1913,10,24,7.9,11.2,5.1,0.0,
50700,1913,10,25,5.8,10.7,2.6,0.2,
50701,1913,10,26,5.6,7.3,3.6,0.0,
50702,1913,10,27,9.5,13.7,6.0,0.1,
50703,1913,10,28,9.1,10.1,6.5,0.0,
50704,1913,10,29,9.9,12.8,7.2,0.0,
50705,1913,10,30,8.9,11.3,7.0,6.0,
50706,1913,10,31,11.0,14.6,7.7,5.4,
50707,1913,11,1,7.2,9.4,4.5,0.4,
50708,1913,11,2,9.9,14.0,7.4,0.6,
50709,1913,11,3,11.1,13.0,7.2,0.5,
50710,1913,11,4,8.8,12.2,4.4,0.0,
50711,1913,11,5,6.5,8.6,1.0,0.6,
50712,1913,11,6,8.6,10.9,6.2,0.5,
50713,1913,11,7,7.1,9.2,4.0,0.0,
50714,1913,11,8,7.1,9.0,5.2,0.0,
50715,1913,11,9,6.6,9.2,4.5,0.1,
50716,1913,11,10,3.6,6.4,0.9,0.0,
50717,1913,11,11,4.1,6.2,-0.2,0.1,
50718,1913,11,12,7.3,8.3,5.2,0.1,
50719,1913,11,13,8.2,10.2,7.0,0.0,
50720,1913,11,14,7.4,9.0,4.7,0.5,
50721,1913,11,15,7.1,9.0,5.1,0.3,
50722,1913,11,16,6.2,8.0,4.7,1.3,
50723,1913,11,17,6.8,9.3,4.2,0.8,
50724,1913,11,18,10.9,12.8,8.0,0.0,
50725,1913,11,19,7.3,10.7,4.2,1.2,
50726,1913,11,20,4.1,7.3,2.3,0.0,
50727,1913,11,21,4.3,7.5,1.0,0.0,
50728,1913,11,22,3.6,6.1,2.1,0.0,
50729,1913,11,23,4.0,6.9,1.6,0.0,
50730,1913,11,24,4.1,5.9,1.0,0.0,
50731,1913,11,25,4.4,5.1,3.9,0.0,
50732,1913,11,26,5.4,6.4,3.4,0.1,
50733,1913,11,27,5.4,6.7,4.8,5.4,
50734,1913,11,28,8.2,11.6,3.0,10.6,
50735,1913,11,29,9.6,11.6,8.0,0.1,
50736,1913,11,30,9.1,9.8,8.0,0.0,
50737,1913,12,1,8.7,10.6,7.3,2.8000000000000003,
50738,1913,12,2,5.9,7.7,5.2,0.0,
50739,1913,12,3,8.7,10.9,5.8,0.0,
50740,1913,12,4,7.5,10.8,3.8,0.0,
50741,1913,12,5,3.9,7.8,2.3,0.4,
50742,1913,12,6,1.8,3.1,0.7,0.0,
50743,1913,12,7,0.6,1.5,-0.4,0.6,
50744,1913,12,8,-1.1,0.7,-1.9,0.5,
50745,1913,12,9,3.7,4.7,-1.5,2.1,
50746,1913,12,10,5.1,6.2,4.5,1.7,
50747,1913,12,11,5.5,6.4,4.5,0.4,
50748,1913,12,12,5.8,6.6,5.4,0.3,
50749,1913,12,13,5.2,7.2,3.5,0.0,
50750,1913,12,14,3.0,5.2,1.5,2.9,
50751,1913,12,15,3.8,4.8,1.6,1.7,
50752,1913,12,16,6.8,8.1,4.1,3.3000000000000003,
50753,1913,12,17,3.9,5.6,2.9,1.6,
50754,1913,12,18,0.3,3.4,-0.8,0.0,
50755,1913,12,19,-2.3,-0.2,-3.3,0.0,
50756,1913,12,20,-2.6,-1.2,-5.0,0.0,
50757,1913,12,21,-1.6,1.5,-5.2,0.0,
50758,1913,12,22,1.8,2.4,0.1,0.0,
50759,1913,12,23,0.3,2.2,-1.7,0.0,
50760,1913,12,24,3.1,3.8,0.2,0.3,
50761,1913,12,25,1.7,5.1,0.9,0.2,
50762,1913,12,26,3.2,5.5,-0.5,0.0,
50763,1913,12,27,4.7,6.3,3.6,0.0,
50764,1913,12,28,3.6,5.0,3.2,0.7000000000000001,
50765,1913,12,29,1.8,4.2,0.4,0.2,
50766,1913,12,30,-0.6,1.0,-1.3,0.1,
50767,1913,12,31,-2.4,-1.1,-3.2,2.4,
50768,1914,1,1,-7.1,-2.7,-9.3,0.0,
50769,1914,1,2,-3.8,-2.4,-9.3,3.0,
50770,1914,1,3,0.9,2.2,-2.7,0.0,
50771,1914,1,4,3.1,3.5,1.6,0.0,
50772,1914,1,5,3.9,4.5,3.0,0.0,
50773,1914,1,6,2.5,4.0,1.3,0.4,
50774,1914,1,7,-0.3,1.9,-2.8,0.4,
50775,1914,1,8,0.2,2.0,-3.7,0.6,
50776,1914,1,9,1.2,4.1,-0.9,0.4,
50777,1914,1,10,-5.3,-0.4,-6.4,0.1,
50778,1914,1,11,-4.5,-2.6,-6.4,0.0,
50779,1914,1,12,-6.6,-4.8,-7.4,0.0,
50780,1914,1,13,-6.7,-6.0,-7.5,0.9,
50781,1914,1,14,-7.4,-4.9,-10.2,0.0,
50782,1914,1,15,-8.5,-5.4,-11.1,0.0,
50783,1914,1,16,-8.6,-5.5,-12.0,0.0,
50784,1914,1,17,-8.3,-5.0,-12.2,0.0,
50785,1914,1,18,-4.3,-1.8,-10.7,0.0,
50786,1914,1,19,-3.7,-1.5,-6.8,0.0,
50787,1914,1,20,-6.8,-5.6,-8.9,0.9,
50788,1914,1,21,-6.3,-5.9,-6.9,0.0,
50789,1914,1,22,-8.9,-6.2,-10.1,0.0,
50790,1914,1,23,-6.9,-3.0,-10.1,0.0,
50791,1914,1,24,-7.9,-5.3,-11.0,0.0,
50792,1914,1,25,-8.2,-5.2,-10.8,0.0,
50793,1914,1,26,-2.2,2.4,-8.7,0.0,
50794,1914,1,27,0.3,2.4,-2.9,1.3,
50795,1914,1,28,1.6,2.8,-1.8,0.3,
50796,1914,1,29,-1.3,1.3,-5.3,0.0,
50797,1914,1,30,1.6,4.2,-0.4,0.1,
50798,1914,1,31,2.1,4.3,0.3,0.8,
50799,1914,2,1,1.5,6.1,-0.8,0.0,
50800,1914,2,2,-0.3,3.3,-2.4,0.0,
50801,1914,2,3,-2.6,-0.1,-3.9,0.0,
50802,1914,2,4,-2.9,-0.3,-5.3,0.0,
50803,1914,2,5,-5.1,-2.6,-6.4,0.0,
50804,1914,2,6,-7.2,-5.1,-7.9,0.0,
50805,1914,2,7,-7.0,-5.2,-8.3,0.0,
50806,1914,2,8,-3.9,-0.8,-7.6,0.0,
50807,1914,2,9,-4.2,-1.0,-7.3,0.0,
50808,1914,2,10,-3.3,-2.4,-6.0,0.0,
50809,1914,2,11,-3.0,-2.4,-4.6,0.0,
50810,1914,2,12,-3.8,-2.1,-4.3,0.0,
50811,1914,2,13,-1.0,-0.4,-4.2,0.0,
50812,1914,2,14,3.2,6.3,-1.9,0.3,
50813,1914,2,15,6.0,10.0,3.0,0.9,
50814,1914,2,16,3.7,7.0,1.2,0.0,
50815,1914,2,17,0.9,2.2,0.1,5.1000000000000005,
50816,1914,2,18,1.1,4.5,-1.7,1.5,
50817,1914,2,19,2.4,4.8,0.7,0.4,
50818,1914,2,20,3.8,4.8,0.9,2.9,
50819,1914,2,21,4.1,8.4,1.0,0.0,
50820,1914,2,22,4.5,9.4,0.7,0.0,
50821,1914,2,23,4.2,6.3,2.2,0.0,
50822,1914,2,24,4.5,5.6,3.4,4.2,
50823,1914,2,25,4.5,6.0,3.4,0.2,
50824,1914,2,26,4.0,7.2,1.9,1.4000000000000001,
50825,1914,2,27,3.2,5.2,1.8,0.0,
50826,1914,2,28,1.3,3.0,0.1,0.0,
50827,1914,3,1,1.1,2.8,0.2,0.0,
50828,1914,3,2,1.8,3.7,0.1,5.1000000000000005,
50829,1914,3,3,2.0,3.9,1.1,0.0,
50830,1914,3,4,3.3,5.0,1.2,1.9000000000000001,
50831,1914,3,5,7.4,9.6,3.2,6.5,
50832,1914,3,6,10.2,12.4,7.6,2.5,
50833,1914,3,7,6.9,9.9,5.6,0.0,
50834,1914,3,8,7.1,9.2,4.0,5.7,
50835,1914,3,9,9.4,12.9,7.1,0.0,
50836,1914,3,10,9.8,16.1,6.0,2.2,
50837,1914,3,11,3.6,7.7,2.4,0.0,
50838,1914,3,12,3.9,5.9,1.4,1.1,
50839,1914,3,13,5.9,9.8,3.4,0.1,
50840,1914,3,14,5.9,8.3,3.0,2.2,
50841,1914,3,15,7.4,10.6,5.4,0.1,
50842,1914,3,16,5.7,8.0,4.3,3.9,
50843,1914,3,17,4.0,5.8,2.8,0.0,
50844,1914,3,18,4.0,7.1,1.1,0.0,
50845,1914,3,19,4.8,7.7,1.1,0.1,
50846,1914,3,20,7.1,11.0,2.6,0.0,
50847,1914,3,21,3.5,7.3,2.1,12.9,
50848,1914,3,22,4.4,7.3,2.5,0.0,
50849,1914,3,23,6.5,10.6,1.6,0.6,
50850,1914,3,24,6.9,10.2,2.7,0.0,
50851,1914,3,25,7.7,11.9,5.6,2.5,
50852,1914,3,26,7.3,10.2,4.9,0.0,
50853,1914,3,27,6.1,8.8,4.1,0.1,
50854,1914,3,28,3.7,5.2,3.1,0.1,
50855,1914,3,29,2.8,3.5,2.2,0.0,
50856,1914,3,30,3.9,6.8,1.6,0.0,
50857,1914,3,31,9.9,15.6,1.3,0.0,
50858,1914,4,1,10.6,17.2,5.2,0.0,
50859,1914,4,2,13.1,19.2,7.5,3.9,
50860,1914,4,3,10.7,14.8,7.1,0.0,
50861,1914,4,4,8.1,10.9,5.1,0.0,
50862,1914,4,5,8.4,11.4,4.9,0.1,
50863,1914,4,6,7.5,10.5,6.1,3.7,
50864,1914,4,7,7.3,9.9,6.1,5.8,
50865,1914,4,8,6.7,9.7,4.2,0.4,
50866,1914,4,9,8.4,12.7,3.9,0.0,
50867,1914,4,10,10.1,14.2,4.8,0.0,
50868,1914,4,11,12.9,18.1,6.9,0.0,
50869,1914,4,12,12.6,17.7,7.1,1.1,
50870,1914,4,13,13.8,18.1,10.6,0.0,
50871,1914,4,14,13.5,22.8,8.8,3.3000000000000003,
50872,1914,4,15,7.4,10.8,6.0,0.0,
50873,1914,4,16,6.9,9.3,4.3,0.0,
50874,1914,4,17,7.3,11.7,2.1,0.0,
50875,1914,4,18,9.4,14.3,4.0,0.0,
50876,1914,4,19,11.2,15.5,5.0,0.0,
50877,1914,4,20,11.8,18.2,4.5,0.0,
50878,1914,4,21,12.4,19.0,5.5,0.0,
50879,1914,4,22,12.7,19.0,5.1,0.0,
50880,1914,4,23,15.0,21.1,7.1,0.2,
50881,1914,4,24,12.9,16.2,11.0,0.0,
50882,1914,4,25,9.8,12.4,6.1,0.5,
50883,1914,4,26,9.1,12.9,4.9,0.0,
50884,1914,4,27,12.2,14.4,7.0,0.0,
50885,1914,4,28,13.1,16.9,9.8,0.0,
50886,1914,4,29,13.5,19.4,5.7,0.0,
50887,1914,4,30,14.5,20.6,9.1,2.0,
50888,1914,5,1,9.4,16.2,6.2,6.9,
50889,1914,5,2,5.5,7.8,3.5,0.0,
50890,1914,5,3,8.3,13.6,2.1,0.0,
50891,1914,5,4,13.4,20.1,4.5,8.0,
50892,1914,5,5,13.8,17.2,11.2,4.5,
50893,1914,5,6,12.7,16.4,9.2,0.0,
50894,1914,5,7,12.9,16.3,8.9,1.1,
50895,1914,5,8,14.9,18.9,11.2,2.0,
50896,1914,5,9,11.2,13.8,9.2,7.4,
50897,1914,5,10,10.0,11.8,8.4,0.3,
50898,1914,5,11,10.7,13.1,8.3,0.1,
50899,1914,5,12,11.7,16.8,9.3,2.9,
50900,1914,5,13,8.5,10.8,7.0,0.0,
50901,1914,5,14,7.9,9.6,7.4,21.1,
50902,1914,5,15,10.2,14.2,7.0,0.7000000000000001,
50903,1914,5,16,13.2,15.6,8.5,0.2,
50904,1914,5,17,15.3,17.2,11.9,0.0,
50905,1914,5,18,17.0,20.2,13.0,0.0,
50906,1914,5,19,17.8,21.7,13.5,0.0,
50907,1914,5,20,17.2,21.0,13.0,0.0,
50908,1914,5,21,17.0,20.6,12.2,0.0,
50909,1914,5,22,17.7,21.5,14.6,0.0,
50910,1914,5,23,19.6,25.2,12.8,0.0,
50911,1914,5,24,17.9,23.1,15.3,7.1000000000000005,
50912,1914,5,25,12.5,17.4,9.8,2.7,
50913,1914,5,26,17.0,22.3,9.2,0.8,
50914,1914,5,27,16.8,25.0,11.7,51.0,
50915,1914,5,28,10.0,12.0,9.2,2.6,
50916,1914,5,29,13.2,15.8,8.8,0.0,
50917,1914,5,30,14.2,18.2,9.4,0.0,
50918,1914,5,31,15.0,18.4,10.7,0.0,
50919,1914,6,1,16.4,19.9,12.9,0.0,
50920,1914,6,2,12.4,16.2,11.3,0.3,
50921,1914,6,3,11.0,13.3,9.8,0.0,
50922,1914,6,4,13.9,17.2,9.8,4.0,
50923,1914,6,5,10.7,14.1,9.5,0.2,
50924,1914,6,6,11.6,13.9,9.1,0.0,
50925,1914,6,7,12.1,16.4,9.6,1.5,
50926,1914,6,8,13.9,17.6,7.5,0.0,
50927,1914,6,9,17.8,25.0,12.8,2.1,
50928,1914,6,10,17.1,21.4,13.6,0.9,
50929,1914,6,11,19.3,23.6,14.6,0.2,
50930,1914,6,12,18.3,21.2,16.0,6.1000000000000005,
50931,1914,6,13,18.7,24.0,15.3,16.8,
50932,1914,6,14,17.0,21.5,13.8,4.1,
50933,1914,6,15,18.7,21.7,15.1,0.0,
50934,1914,6,16,19.5,24.0,14.6,0.0,
50935,1914,6,17,18.2,22.3,15.6,34.0,
50936,1914,6,18,17.0,19.1,14.2,0.0,
50937,1914,6,19,15.7,19.4,13.3,3.6,
50938,1914,6,20,16.9,20.2,12.1,0.0,
50939,1914,6,21,20.4,24.6,12.5,0.0,
50940,1914,6,22,20.5,26.6,14.8,1.3,
50941,1914,6,23,16.8,19.6,13.3,0.0,
50942,1914,6,24,14.4,20.1,12.0,6.6000000000000005,
50943,1914,6,25,15.4,18.0,11.9,0.0,
50944,1914,6,26,16.9,20.9,11.2,0.0,
50945,1914,6,27,18.0,23.0,10.8,0.0,
50946,1914,6,28,21.0,26.1,13.6,0.0,
50947,1914,6,29,19.2,22.8,16.5,0.0,
50948,1914,6,30,19.1,22.3,15.3,0.0,
50949,1914,7,1,21.3,25.9,14.6,0.0,
50950,1914,7,2,22.1,26.5,16.5,0.0,
50951,1914,7,3,23.5,27.7,16.1,0.0,
50952,1914,7,4,19.3,23.5,16.7,0.9,
50953,1914,7,5,18.3,22.3,15.9,0.0,
50954,1914,7,6,20.9,24.8,15.9,0.0,
50955,1914,7,7,19.6,25.6,15.1,1.0,
50956,1914,7,8,14.7,17.2,14.2,18.2,
50957,1914,7,9,16.1,17.5,13.5,0.5,
50958,1914,7,10,19.4,21.3,16.8,0.0,
50959,1914,7,11,21.9,26.0,18.6,0.5,
50960,1914,7,12,21.0,25.5,16.8,0.0,
50961,1914,7,13,22.6,27.9,16.2,0.0,
50962,1914,7,14,23.5,28.4,18.0,0.0,
50963,1914,7,15,23.7,29.4,17.9,0.0,
50964,1914,7,16,19.9,25.4,16.2,35.800000000000004,
50965,1914,7,17,15.9,17.5,13.5,7.8,
50966,1914,7,18,19.8,23.2,15.7,0.0,
50967,1914,7,19,21.3,25.5,15.9,0.0,
50968,1914,7,20,23.1,28.7,16.6,0.0,
50969,1914,7,21,23.9,29.3,17.6,0.0,
50970,1914,7,22,24.1,29.6,19.4,0.0,
50971,1914,7,23,19.8,23.0,17.3,4.3,
50972,1914,7,24,16.5,18.0,14.5,0.2,
50973,1914,7,25,17.5,19.6,15.1,0.1,
50974,1914,7,26,15.1,19.3,11.4,0.0,
50975,1914,7,27,14.5,18.8,11.4,3.6,
50976,1914,7,28,13.6,17.2,11.8,3.9,
50977,1914,7,29,15.0,18.5,11.8,0.1,
50978,1914,7,30,16.7,20.2,14.2,0.0,
50979,1914,7,31,17.3,21.1,14.0,1.4000000000000001,
50980,1914,8,1,18.3,22.3,13.2,0.0,
50981,1914,8,2,21.5,26.4,14.5,0.0,
50982,1914,8,3,22.3,26.2,18.2,0.9,
50983,1914,8,4,21.4,24.4,16.9,16.9,
50984,1914,8,5,19.6,22.6,15.7,0.0,
50985,1914,8,6,18.0,20.5,15.7,2.0,
50986,1914,8,7,18.0,20.4,15.0,1.9000000000000001,
50987,1914,8,8,16.1,19.4,14.9,0.3,
50988,1914,8,9,18.0,22.3,12.7,0.0,
50989,1914,8,10,20.7,25.8,14.7,0.0,
50990,1914,8,11,21.5,26.9,15.4,0.0,
50991,1914,8,12,22.7,26.4,17.2,0.0,
50992,1914,8,13,20.1,24.9,16.6,0.0,
50993,1914,8,14,19.3,23.8,15.5,0.0,
50994,1914,8,15,17.7,21.0,15.7,0.0,
50995,1914,8,16,17.8,23.3,12.7,0.0,
50996,1914,8,17,14.8,18.2,13.9,39.6,
50997,1914,8,18,17.4,21.1,13.6,0.8,
50998,1914,8,19,15.5,18.4,12.7,4.4,
50999,1914,8,20,16.2,21.0,11.1,0.0,
51000,1914,8,21,17.1,21.0,12.1,2.8000000000000003,
51001,1914,8,22,16.7,20.0,13.9,0.0,
51002,1914,8,23,17.7,21.3,13.2,0.0,
51003,1914,8,24,16.5,21.6,11.6,0.0,
51004,1914,8,25,17.9,23.2,12.2,0.0,
51005,1914,8,26,20.2,25.8,13.9,0.0,
51006,1914,8,27,20.8,25.9,16.2,0.0,
51007,1914,8,28,20.7,26.4,15.7,0.0,
51008,1914,8,29,20.2,26.1,15.1,0.0,
51009,1914,8,30,20.8,26.4,15.1,0.0,
51010,1914,8,31,20.9,25.9,16.4,0.0,
51011,1914,9,1,17.5,20.8,15.8,0.0,
51012,1914,9,2,16.2,19.8,12.8,0.0,
51013,1914,9,3,16.7,21.4,11.8,0.0,
51014,1914,9,4,19.4,26.0,13.4,0.0,
51015,1914,9,5,14.7,18.9,12.0,0.0,
51016,1914,9,6,13.4,18.3,8.1,0.0,
51017,1914,9,7,15.4,21.2,8.2,0.0,
51018,1914,9,8,15.7,21.8,9.4,0.0,
51019,1914,9,9,17.6,25.0,11.0,0.0,
51020,1914,9,10,19.0,25.6,12.6,0.0,
51021,1914,9,11,20.8,24.4,16.2,1.4000000000000001,
51022,1914,9,12,13.5,21.0,10.9,4.0,
51023,1914,9,13,11.8,15.0,10.6,4.0,
51024,1914,9,14,13.6,16.5,10.2,1.2,
51025,1914,9,15,17.1,21.0,13.0,0.1,
51026,1914,9,16,16.3,19.1,14.4,8.9,
51027,1914,9,17,15.7,18.0,14.4,7.7,
51028,1914,9,18,13.1,15.5,11.1,0.0,
51029,1914,9,19,11.0,13.1,9.9,1.5,
51030,1914,9,20,10.6,12.4,9.0,0.1,
51031,1914,9,21,11.1,13.9,8.6,0.3,
51032,1914,9,22,11.5,13.6,9.6,0.0,
51033,1914,9,23,11.3,15.3,8.6,0.0,
51034,1914,9,24,11.9,14.2,9.9,0.0,
51035,1914,9,25,10.2,14.7,6.6,0.0,
51036,1914,9,26,7.0,12.4,2.2,0.0,
51037,1914,9,27,11.1,13.7,6.1,0.4,
51038,1914,9,28,11.7,15.4,9.7,1.6,
51039,1914,9,29,9.6,12.2,7.6,0.2,
51040,1914,9,30,9.5,11.8,7.4,0.0,
51041,1914,10,1,11.8,15.9,8.2,0.0,
51042,1914,10,2,9.0,11.7,7.5,0.4,
51043,1914,10,3,8.6,10.4,7.0,0.2,
51044,1914,10,4,9.4,12.2,8.1,10.9,
51045,1914,10,5,9.0,11.1,8.0,3.2,
51046,1914,10,6,8.1,10.9,6.3,0.4,
51047,1914,10,7,5.5,7.0,4.4,0.0,
51048,1914,10,8,6.2,6.8,5.0,0.1,
51049,1914,10,9,8.7,9.7,6.5,4.0,
51050,1914,10,10,7.1,9.7,5.6,0.0,
51051,1914,10,11,5.8,7.9,3.7,0.0,
51052,1914,10,12,6.5,9.1,4.2,0.2,
51053,1914,10,13,7.8,11.3,5.0,0.0,
51054,1914,10,14,8.2,13.5,2.7,0.0,
51055,1914,10,15,9.9,12.7,5.4,0.0,
51056,1914,10,16,10.0,10.7,8.8,0.0,
51057,1914,10,17,10.8,12.1,9.4,0.0,
51058,1914,10,18,11.4,12.4,10.3,0.0,
51059,1914,10,19,12.8,15.5,11.1,0.6,
51060,1914,10,20,12.0,13.6,10.8,0.7000000000000001,
51061,1914,10,21,10.8,11.8,10.1,3.0,
51062,1914,10,22,9.9,11.1,9.1,0.6,
51063,1914,10,23,9.5,11.8,7.6,0.0,
51064,1914,10,24,9.0,11.7,7.5,0.0,
51065,1914,10,25,8.2,10.2,6.2,0.2,
51066,1914,10,26,10.0,11.2,6.8,4.8,
51067,1914,10,27,10.8,11.8,10.1,2.7,
51068,1914,10,28,9.4,12.4,7.4,0.0,
51069,1914,10,29,12.6,13.7,7.2,3.1,
51070,1914,10,30,10.7,13.7,9.2,0.0,
51071,1914,10,31,10.8,14.0,7.7,0.0,
51072,1914,11,1,12.7,15.4,9.7,0.0,
51073,1914,11,2,10.1,12.3,7.3,0.0,
51074,1914,11,3,10.7,11.1,10.3,0.0,
51075,1914,11,4,9.9,10.6,9.4,0.0,
51076,1914,11,5,10.4,10.8,9.6,0.0,
51077,1914,11,6,10.7,14.2,9.1,0.0,
51078,1914,11,7,9.9,10.2,9.0,0.6,
51079,1914,11,8,8.7,10.3,7.9,0.0,
51080,1914,11,9,7.9,9.7,5.7,1.4000000000000001,
51081,1914,11,10,8.1,11.4,5.8,0.0,
51082,1914,11,11,7.2,8.9,5.8,0.1,
51083,1914,11,12,6.0,7.3,4.8,0.0,
51084,1914,11,13,5.8,6.9,3.9,0.0,
51085,1914,11,14,7.0,8.5,4.4,0.6,
51086,1914,11,15,3.1,5.6,2.1,0.0,
51087,1914,11,16,6.4,8.7,2.1,3.1,
51088,1914,11,17,2.7,6.8,1.7,0.9,
51089,1914,11,18,0.6,2.4,0.0,0.1,
51090,1914,11,19,0.0,0.7,-0.9,0.0,
51091,1914,11,20,0.1,1.6,-0.4,0.0,
51092,1914,11,21,-1.3,0.5,-2.3,0.0,
51093,1914,11,22,-2.0,-1.1,-2.7,0.0,
51094,1914,11,23,-0.6,2.2,-3.6,0.4,
51095,1914,11,24,0.6,0.9,-0.4,0.0,
51096,1914,11,25,0.2,1.8,-0.5,0.0,
51097,1914,11,26,-0.5,2.2,-3.0,0.0,
51098,1914,11,27,-1.1,1.1,-5.3,0.0,
51099,1914,11,28,1.7,4.7,-0.5,0.0,
51100,1914,11,29,1.6,3.2,-1.6,0.0,
51101,1914,11,30,4.3,7.0,2.8,0.0,
51102,1914,12,1,3.0,5.4,1.6,0.0,
51103,1914,12,2,2.0,4.3,0.7,0.0,
51104,1914,12,3,0.6,1.7,-1.2,0.0,
51105,1914,12,4,2.2,5.8,0.8,0.0,
51106,1914,12,5,3.6,5.3,1.1,0.6,
51107,1914,12,6,2.5,5.0,0.9,3.4,
51108,1914,12,7,7.0,10.9,0.8,2.8000000000000003,
51109,1914,12,8,9.5,13.4,4.7,0.0,
51110,1914,12,9,4.0,8.2,2.4,0.0,
51111,1914,12,10,3.8,4.9,2.9,0.0,
51112,1914,12,11,4.0,7.1,0.9,0.0,
51113,1914,12,12,3.6,4.1,0.7,1.4000000000000001,
51114,1914,12,13,2.4,4.5,0.9,0.8,
51115,1914,12,14,2.9,4.8,0.0,2.0,
51116,1914,12,15,5.1,8.2,2.9,0.0,
51117,1914,12,16,6.2,7.7,3.4,0.3,
51118,1914,12,17,4.8,6.9,3.4,0.1,
51119,1914,12,18,2.6,4.7,1.6,0.0,
51120,1914,12,19,2.5,4.0,1.4,0.1,
51121,1914,12,20,1.9,4.0,1.0,0.5,
51122,1914,12,21,2.5,3.1,1.2,0.3,
51123,1914,12,22,0.9,2.3,-0.2,2.5,
51124,1914,12,23,0.5,1.6,-0.4,4.4,
51125,1914,12,24,0.6,1.3,-0.7,0.0,
51126,1914,12,25,-0.2,0.9,-0.7,5.0,
51127,1914,12,26,0.1,0.3,-0.5,0.6,
51128,1914,12,27,-3.5,0.0,-7.1,0.0,
51129,1914,12,28,-3.3,0.7,-8.3,8.1,
51130,1914,12,29,2.7,4.7,-0.4,0.0,
51131,1914,12,30,2.6,3.9,1.5,0.0,
51132,1914,12,31,-0.8,2.3,-1.6,0.0,
51133,1915,1,1,0.9,2.2,-1.3,0.0,
51134,1915,1,2,2.3,2.6,0.5,9.8,
51135,1915,1,3,1.4,2.1,0.7,0.0,
51136,1915,1,4,2.7,3.4,1.3,3.8000000000000003,
51137,1915,1,5,2.4,3.8,1.1,1.6,
51138,1915,1,6,3.6,4.8,1.5,2.8000000000000003,
51139,1915,1,7,5.5,8.4,3.0,4.0,
51140,1915,1,8,6.8,10.2,5.0,0.0,
51141,1915,1,9,3.8,5.6,2.1,0.0,
51142,1915,1,10,3.1,4.1,2.0,0.0,
51143,1915,1,11,2.5,3.5,0.1,0.5,
51144,1915,1,12,3.2,4.3,2.3,1.0,
51145,1915,1,13,1.7,3.2,1.2,0.0,
51146,1915,1,14,4.6,6.7,0.5,2.1,
51147,1915,1,15,6.9,7.5,5.8,0.4,
51148,1915,1,16,6.4,8.9,5.3,2.0,
51149,1915,1,17,3.1,5.7,1.3,0.0,
51150,1915,1,18,-1.0,2.5,-3.2,0.3,
51151,1915,1,19,-3.0,-1.7,-4.2,0.6,
51152,1915,1,20,-6.0,-2.2,-8.2,0.0,
51153,1915,1,21,-2.7,1.0,-9.5,0.0,
51154,1915,1,22,2.8,3.8,0.4,0.0,
51155,1915,1,23,2.4,3.1,1.7,0.0,
51156,1915,1,24,0.5,2.4,-0.3,0.7000000000000001,
51157,1915,1,25,0.5,1.5,0.0,0.0,
51158,1915,1,26,-0.8,0.4,-1.8,1.7,
51159,1915,1,27,-2.4,-0.6,-3.3,0.3,
51160,1915,1,28,-3.5,-2.4,-4.2,0.0,
51161,1915,1,29,-4.0,-2.4,-5.0,0.1,
51162,1915,1,30,-5.0,-3.5,-6.2,0.2,
51163,1915,1,31,-1.2,0.2,-5.9,0.2,
51164,1915,2,1,-2.1,-0.3,-4.5,0.1,
51165,1915,2,2,-4.5,-2.6,-5.8,0.0,
51166,1915,2,3,-1.2,1.2,-8.3,0.0,
51167,1915,2,4,-1.2,1.1,-3.2,0.0,
51168,1915,2,5,-1.1,-0.4,-3.2,0.0,
51169,1915,2,6,-2.5,-0.6,-4.2,2.0,
51170,1915,2,7,1.4,3.7,-2.8,0.0,
51171,1915,2,8,1.7,2.8,-0.5,3.0,
51172,1915,2,9,1.9,2.6,1.0,0.5,
51173,1915,2,10,3.1,3.8,1.7,0.8,
51174,1915,2,11,4.0,7.3,2.2,0.0,
51175,1915,2,12,4.4,6.8,2.7,0.0,
51176,1915,2,13,2.0,4.8,0.5,0.0,
51177,1915,2,14,4.4,5.8,0.8,0.2,
51178,1915,2,15,4.0,7.2,2.3,0.0,
51179,1915,2,16,3.2,5.2,2.0,0.0,
51180,1915,2,17,1.7,4.6,-0.7,0.0,
51181,1915,2,18,2.4,4.9,0.9,0.7000000000000001,
51182,1915,2,19,3.5,5.4,0.3,0.2,
51183,1915,2,20,0.8,4.0,-0.8,13.700000000000001,
51184,1915,2,21,3.2,4.8,1.0,10.200000000000001,
51185,1915,2,22,3.2,5.5,1.8,0.0,
51186,1915,2,23,1.8,3.0,1.2,0.0,
51187,1915,2,24,1.8,3.3,0.8,0.0,
51188,1915,2,25,1.0,2.8,0.1,0.1,
51189,1915,2,26,0.0,1.5,-1.7,0.0,
51190,1915,2,27,-0.6,2.7,-4.0,0.0,
51191,1915,2,28,0.9,3.2,-2.0,0.8,
